owner_acronym,total_entries,total_contracts,total_amendments
dnd,142,102,40
esdc,38,36,2
tc,22,20,2
nrc,10,10,0
dfo,9,1,8
cer,3,3,0
cnsc,1,1,0
ircc,1,1,0
csc,1,1,0
nrcan,1,1,0
pspc,1,1,0
