source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2017,32,13,2,17,212023.82,49435.57,2498497.25
2018,51,15,8,28,266353.88,198739.65,3594531.93
2019,32,14,0,18,215205.18,0.00,2308236.14
