source_year,total_original_entries,entries_below_25k,entries_above_25k,original_sum_below_25k,original_sum_above_25k
2015,22,13,9,201866.30,1724290.13
2016,37,21,16,413309.46,1350613.85
2017,55,30,25,546805.30,1675168.50
2018,62,43,19,687210.11,1761713.18
2019,43,25,18,458395.96,1835430.34
