owner_acronym,total_entries,total_contracts,total_amendments
phac,224,164,60
hc,223,163,60
csc,23,13,10
just,14,9,5
vac,7,4,3
stats,7,6,1
isc,5,4,1
cra,3,1,2
tc,3,3,0
esdc,1,1,0
