gen_vendor_normalized,total_entries,total_contracts,total_amendments
TOTEM OFFISOURCE,27,27,0
XEROX,15,15,0
CANADIAN CORPS OF COMMISSIONAIRES,15,14,1
SOFTCHOICE,12,12,0
FREEBALANCE,11,10,1
KPMG,11,11,0
GARTNER,9,9,0
TEKNION,8,8,0
JOHNSONS BUSINESS INTERIORS,7,7,0
TERAMACH TECHNOLOGIES,7,7,0
EXCEL HUMAN RESOURCES,6,6,0
COMBAT NETWORKS,6,6,0
MICROSOFT CANADA,6,6,0
IBM CANADA,5,5,0
GENESIS INTEGRATION,5,5,0
MAPLESOFT CONSULTING,5,4,1
NISHA TECHONOLOGIES,4,4,0
SMART PRINTING SOLUTIONS,4,4,0
KNOWLEDGE CIRCLE LEARNING SERVICES,4,4,0
CHASE OFFICE INTERIORS,4,4,0
ECOLE DE LANGUES ABCE,4,4,0
MULTISHRED,4,4,0
ONLOGICS,4,4,0
CAPELLO AUDIO ELECTRONICS,3,3,0
ACCURATE,3,3,0
DELL COMPUTER,3,3,0
HRWARE,3,3,0
ACCURATE DESIGN,3,3,0
PRINTERS PLUS,3,3,0
IFATHOM,3,3,0
JAMA SOFTWARE,3,3,0
RANDSTAD,3,2,1
CASEWARE,3,3,0
DLS TECHNOLOGY,3,3,0
SHRED IT,3,2,1
THE RIGHT DOOR CONSULTING,3,1,2
THOMSON REUTERS,3,3,0
BERLITZ CANADA,3,3,0
CSDC SYSTEMS,3,3,0
CASEWARE IDEA,2,2,0
RIPTYDE SOLUTIONS,2,2,0
DEMENAGMENT SLBL,2,1,1
PURE STREAM,2,2,0
PROMOMEDIA GROUP,2,2,0
THE BYTOWN GROUP,2,2,0
CANADA COUNCIL ART BANK,2,2,0
DEMENAGEMENT SLBL,2,2,0
THE GLOBAL GROUP,2,2,0
LENOVO CANADA,2,2,0
EMBARCADERO TECHNOLOGIES,2,2,0
OTTAWA HORTICULTURAL SERVICES,2,2,0
CANADA COUNCIL FOR THE ARTS,2,2,0
WORKPLACE FAIRNESS INSTITUTE O A DONAIS MEDIATIONS AND ARBITRATIONS,2,1,1
GREYSCALE INTELLIGENCE,2,2,0
GILLIN ENGINEERING,2,2,0
ACCURATE DESIGN AND COMMUNICATIONS,2,2,0
TOTEM OFFICESOURCE,2,2,0
IMPACT COACHES,2,1,1
