owner_acronym,sum_effective_value
dnd,444200046.21
dfo,35201135.24
csc,8290163.73
rcmp,7555150.39
pc,6295664.44
agr,5465229.02
tc,5292266.69
pspc,5100268.54
hc,2074144.31
phac,1820370.35
nrc,391057.00
isc,362287.12
vac,280607.99
ec,112767.41
csa,11497.50
