owner_acronym,total_entries,total_contracts,total_amendments
pspc,922,586,336
pc,413,235,178
dfo,215,169,46
dnd,122,101,21
nrcan,81,69,12
nrc,34,30,4
gac,29,26,3
csc,25,23,2
ic,21,18,3
tc,20,20,0
agr,18,13,5
ec,17,15,2
rcmp,15,15,0
inac,6,5,1
hc,6,6,0
phac,5,5,0
cfia,4,4,0
cc,2,2,0
ps,1,1,0
infra,1,1,0
