owner_acronym,sum_effective_value
pspc,201049288.25
pc,62029268.95
dnd,5293603.47
nrcan,5034465.02
dfo,4341376.12
tc,2481756.74
phac,2319189.85
nrc,1263821.28
gac,1078232.30
csc,566761.67
ic,556593.40
agr,387943.51
ec,380995.22
rcmp,233425.44
inac,154486.10
ps,141250.00
hc,125942.78
cfia,85012.00
cc,47112.06
