vendor_normalized,effective_year,sum_yearly_value
ALEXA TRANSLATIONS,2014,56230.74
ALEXA TRANSLATIONS,2015,56230.74
ALEXA TRANSLATIONS,2016,56230.74
ALEXA TRANSLATIONS,2017,56230.74
ALEXA TRANSLATIONS,2018,64705.74
ALEXA TRANSLATIONS,2019,64705.74
ALTIS HUMAN RESOURCES,2018,122823.77
ALTIS HUMAN RESOURCES,2019,157720.66
DONNA CONA,2017,36951.00
DONNA CONA,2018,363542.50
EXCEL HUMAN RESOURCES,2019,176738.33
HILL KNOWLTON CANADA WPP GROUP CANADA COMMUNICATIONS,2019,170199.26
MICROSOFT CANADA,2018,8046.90
MICROSOFT CANADA,2019,178540.98
MODIS CANADA,2015,65095.91
MODIS CANADA,2016,65095.91
MODIS CANADA,2017,65095.91
MODIS CANADA,2018,65095.91
MODIS CANADA,2019,65095.91
ORACLE CANADA,2018,232183.51
ORACLE CANADA,2019,75274.26
TRADUCTIONS TESSIER,2014,31473.92
TRADUCTIONS TESSIER,2015,31473.92
TRADUCTIONS TESSIER,2016,31473.92
TRADUCTIONS TESSIER,2017,31473.92
TRADUCTIONS TESSIER,2018,31473.92
TRADUCTIONS TESSIER,2019,31473.92
ZYCOM,2018,263044.43
ZYCOM,2019,117169.70
