owner_acronym,effective_year,sum_yearly_value
cbsa,2019,326776.97
dnd,2010,-967005.67
dnd,2012,5650.00
dnd,2013,67112.67
dnd,2014,67112.67
dnd,2015,555619.67
dnd,2016,83125.00
dnd,2017,212159.90
dnd,2018,212159.90
dnd,2019,543280.80
esdc,2010,32253039.26
esdc,2011,31099530.41
esdc,2012,31090042.38
esdc,2013,4971029.18
esdc,2014,4971029.18
esdc,2015,4971029.18
esdc,2016,4971029.18
ircc,2014,11892.12
ssc,2010,444951.38
ssc,2011,444951.38
ssc,2012,17458699.01
ssc,2013,9991172.70
ssc,2014,9482698.13
ssc,2015,10008124.35
ssc,2016,30049601.12
ssc,2019,-8397414.38
