gen_vendor_normalized,total_entries,total_contracts,total_amendments
DIANE CHAPERON LOR,2,2,0
ONLINE AUTHORITY,2,2,0
ELIZABETH MACKINNON,2,2,0
HAY GROUP,2,2,0
THE ROYAL ARCHITECTURAL INSTITUTE OF CANADA,2,2,0
BBG MANAGEMENT,2,2,0
COMMUNICATIONS MDR,2,2,0
WSP,2,2,0
CANADIAN BROADCASTING CORPORATIONS SOCIACTAC RADIO CANADA,2,2,0
TRIBECA STUDIO PROGRAM,2,2,0
TWIST IMAGE,2,2,0
UNESCO,2,2,0
HELEN YUNG,2,2,0
QUARTIER APHACMARE CENTRE DARTS VISUELS,2,2,0
QMR,2,2,0
RECEIVER GENERAL FOR CANADA CIHR,2,2,0
KERRSMITH DESIGN,2,2,0
FORMAN ASSOCIACS,2,2,0
RH BELVEDERE HR,2,2,0
LANDMARK DECISIONS,2,2,0
EDWARD J CUHACI ASSOCIATES ARCHITECTS,2,2,0
FACDACRATION CULTURELLE CANADIENNE FRANCAISE FCCF,2,2,0
MIREILLE BERTRAND,2,2,0
KAREN TISCH,2,2,0
JUDITH LANDRY COMMUNICATIONS,1,1,0
JUDY HARQUAIL,1,1,0
KENNIFF RACINE,1,1,0
KERRY SWANSON PROJECTS,1,1,0
KUNSTLERHAUS BETHANIEN,1,1,0
L2 EMERGENCE,1,1,0
LANNICK CONTRACT SOLUTIONSOTTAWA,1,1,0
LEGER,1,1,0
LINSTITUT CANADIEN DE RECHERCHE SUR LES MINORITES LINGUISTIQUES,1,1,0
LORI BAXTER CONSULTING,1,1,0
LORRAINE CHOQUET,1,1,0
MANITOBA MUSIC INDUSTRY ASSOCIATION,1,1,0
MAPLESOFT CONSULTING,1,1,0
MARC COLBOURNE,1,1,0
MARIE HACLANE PARANT,1,1,0
MARK STEPHENSON CREATIVE,1,1,0
MARLA WALTMAN DASCHKO,1,1,0
MCGILL QUEENS UNIVERSITY PRESS,1,1,0
MCGOWAN ELECTRIC,1,1,0
MCS MOVE COORDINATION SERVICES,1,1,0
MELA CONSTANTINIDI,1,1,0
MEYERS NORRIS PENNY,1,1,0
MORGAN LEADERSHIP SEARCH,1,1,0
MORNEAU SHEPELL,1,1,0
MUSIC ON MAIN,1,1,0
NADINE ST LOUIS,1,1,0
NATIONAL ARTS CENTRE,1,1,0
NATIONAL PUBLIC RELATIONS,1,1,0
NEW BRUNSWICK ARTS BOARD CONSEIL DES ARTS DU NOUVEAU BRUNSWICK,1,1,0
NICOLE BERNHARDT,1,1,0
NM CONSULTING,1,1,0
NORIBCO,1,1,0
NORMAL STUDIO,1,1,0
NOVA NETWORKS,1,1,0
OCAD UNIVERSITY,1,1,0
OPTIMUM TALENT,1,1,0
ORGANIZATION OF AMERICAN STATES,1,1,0
OTTAWA CONVENTION CENTRE,1,1,0
PATON ASSOCIATES MANAGEMENT CONSULTING,1,1,0
PIERRE CRISPIN,1,1,0
POETRY IN VOICE,1,1,0
PORCH LIGHT CONSULTING,1,1,0
PRICEWATERHOUSE COOPERS,1,1,0
PRIMEXX VENTURES,1,1,0
PROACTIVE INFORMATION SERVICES,1,1,0
PROBIT,1,1,0
PUSH INTERNATIONAL PERFORMING ARTS FESTIVAL,1,1,0
QUINTET CONSULTING,1,1,0
RD MCALPINE ASSOCIATES,1,1,0
RED WAGON STUDIO,1,1,0
RHEA QUACBEC,1,1,0
ROBERT HALF CANADA,1,1,0
ROCHESTER INTERNATIONAL JAZZ FESTIVAL,1,1,0
SALON DU LIVRE DE MONTRACAL,1,1,0
SALZBURG GLOBAL SEMINAR,1,1,0
SANTAC CANADA,1,1,0
SANTA FE ART INSTITUTE,1,1,0
SELFCONSCIOUS THEATRE,1,1,0
STACPHANE LABBAC,1,1,0
STATE OF THE ART ACOUSTIK,1,1,0
STIFF SENTENCES,1,1,0
SUSANNE BURNS,1,1,0
TECHGUILDS CONSULTING,1,1,0
THE ACCESS INFORMATION AGENCY,1,1,0
THE BANFF CENTRE,1,1,0
THE BRITISH COUNCIL,1,1,0
THE CANADIAN COALITION OF INDEPENDENT MEDIA ARTS DISTRIBUTORS CCIMAD,1,1,0
THE DESIGN ASSOCIATES,1,1,0
THE HNATYSHYN FOUNDATION,1,1,0
THE J W MCCONNELL FAMILY FOUNDATION,1,1,0
THE ROYAL ARCHITECTURAL INSTITUTE OF CANADA FOUNDATION,1,1,0
THE STRATEGIC COUNSEL,1,1,0
THE WINNIPEG ART GALLERY,1,1,0
VANESSA RICHARDS,1,1,0
WAYNE BAERWALDT,1,1,0
WIGHTMAN ASSOCIATES,1,1,0
WILSON BROOKS,1,1,0
WITH INTENT,1,1,0
WOLF BROWN,1,1,0
WORDIMAGE,1,1,0
YSABEL VIAU,1,1,0
2076599 ONTARIO,1,1,0
ZANCOMMEDIA,1,1,0
3820840 CANADA,1,1,0
6174647 CANADA,1,1,0
9247 9039 QUACBEC,1,1,0
ABBIGAIL KIDD,1,1,0
ACNIELSEN COMPANY OF CANADA,1,1,0
ACOLE DE LANGUES LA CITAC,1,1,0
AFFAIRES MONDIALES CANADA GLOBAL AFFAIRS CANADA,1,1,0
AGL INVESTIGATION CONSULTING,1,1,0
AMY STEWART,1,1,0
AMY THOMSON,1,1,0
ANITA AGRAWAL,1,1,0
ANNE WRIGHT ASSOCIATES,1,1,0
ARBIC CONSULTING,1,1,0
ARTEXPERTCA,1,1,0
ART GALLERY OF VICTORIA,1,1,0
ASSOCIATION FRANCOPHONE POUR LE SAVOIR,1,1,0
ASSOCIATION OF CANADIAN CHORAL COMMUNITIES ACCC,1,1,0
ATLANTIC PRESENTERS ASSOCIATION,1,1,0
ATMOSPHERE COMMUNICATIONS,1,1,0
ATUDE ACONOMIQUE CONSEIL,1,1,0
BANFIELD SEGUIN,1,1,0
BDO CANADA,1,1,0
BELL CANADA,1,1,0
BLACK RHINO CREATIVE,1,1,0
BORDEN LADNER GERVAIS,1,1,0
BREAKTHROUGH LEARNING ASSOCIATES,1,1,0
BUSINESS FOR THE ARTS,1,1,0
BUSINESS FOR THE ARTS BFTA,1,1,0
CANADA SCHOOL OF PUBLIC SERVICE,1,1,0
CANADIAN DANCE ASSEMBLY,1,1,0
CANADIAN INSTITUTE FOR RECOGNIZING LEARNING,1,1,0
CANADIAN MUSIC CENTRE,1,1,0
CAPACOA,1,1,0
CARAS,1,1,0
