gen_vendor_normalized,total_entries,total_contracts,total_amendments
DELOITTE AND TOUCHE,21,21,0
CHRISTOPHER IRA MCKAY ART RESTORATION,11,11,0
HILL STRATEGIES RESEARCH,7,7,0
IDS SYSTEMS,6,6,0
ROY MACSKIMMING,6,6,0
ROBERT HALF TECHNOLOGY,6,6,0
LEVERAGETEK IT SOLUTIONS,5,5,0
DHPR COMMUNICATIONS,5,5,0
DART,5,5,0
INFOMART A DIVISION OF POSTMEDIA NETWORK,4,4,0
MEDIAMISER,4,4,0
RECEIVER GENERAL FOR CANADA PCH,4,4,0
MONTREAL CHAMBER MUSIC FESTIVAL,4,4,0
REALDECOY,4,4,0
MERCER,4,4,0
COUGHLIN ASSOCIATES IN TRUST FOR CCA,4,4,0
NEWFOUND RECRUITING,4,4,0
THE HILLBROOKE GROUP,4,4,0
FRANCINE LALONDE DENTREMONT,4,4,0
NATIONAL GALLERY OF CANADA,3,3,0
NORDICITY GROUP,3,3,0
ODGERS BERNDTSON OTTAWA,3,3,0
JACQUELINE OBOMSAWIN,3,3,0
JOAN BOSWORTH,3,3,0
ASSOCIATION OF PERFORMING ARTS PRESENTERS,3,3,0
EXCEL HUMAN RESOURCES,3,3,0
FAVEQUEST,3,3,0
KPMG,3,3,0
RANDSTAD,3,3,0
FOR THE RECORD PRODUCTIONS,3,3,0
ROBYN JEFFREY WRITING EDITING SERVICES,3,3,0
ROGERS,3,3,0
LISE DUBOIS,3,3,0
SUSAN DITTA,3,3,0
BESC OTTAWA,3,3,0
CLAUDIA BUCKLEY,3,3,0
BV02,3,3,0
THE WALRUS FOUNDATION,3,3,0
VERSACOM,3,3,0
AON HEWITT,3,3,0
WESTERN INFORMATION MANAGEMENT,2,2,0
JAM3,2,2,0
PAUL WHITNEY AND ASSOCIATES,2,2,0
ANGELA BIRDSELL,2,2,0
LIPMAN STILL PICTURES,2,2,0
INGENIUM COMMUNICATIONS,2,2,0
GAGNAC LECLERC GROUPE CONSEIL,2,2,0
GENESIS PR,2,2,0
LYS STEVENS,2,2,0
GEORGE HEINL,2,2,0
STRATFORD FESTIVAL,2,2,0
INFOREX,2,2,0
DELTA MEDIA,2,2,0
TALENTMAP,2,2,0
EKOS RESEARCH ASSOCIATES,2,2,0
GOVERNMENT OF THE NORTHWEST TERRITORIES,2,2,0
CHARRON HUMAN RESOURCES,2,2,0
CENTRE DE FORMATION CARON,2,2,0
M BURGESS CONSULTANTS,2,2,0
