gen_vendor_normalized,total_entries,total_contracts,total_amendments
FREEBALANCE,56,46,10
XEROX,26,15,11
BELL CANADA,21,19,2
ICI INFLUENCE COMMUNICATIONSINC,20,17,3
CANADIAN CORPS OF COMMISSIONAIRES,19,17,2
ORACLE CANADA,18,17,1
ENSEIGNES PATTISON SIGN GROUP,17,14,3
CEDROM SNI,14,13,1
BRIGDEN CATHERINE,14,13,1
TELUS CANADA,12,12,0
GARTNER,11,11,0
SOLOTECH,11,11,0
MICROAGE,11,11,0
MICROSOFT CANADA,11,10,1
CONFERENCE BOARD OF CANADA,10,10,0
GROOM ASSOCIES,10,7,3
EXACT AIR,10,10,0
PENNI JAQUES,9,9,0
SOFTCHOICE,9,9,0
COFOMO,9,4,5
PRINTERS PLUS,8,8,0
ICI INFLUENCE COMMUNICATIONS,7,4,3
PERSONNEL ALTER EGO,7,2,5
BEDARD RESSOURCES,7,4,3
KPMG,7,6,1
WORLD TRADE CENTRE MONTREAL,6,6,0
NORTHERN MICRO,6,6,0
DB COMPANIES OF CANADA,6,6,0
IPSG TECHNOLOGY IPSG,6,3,3
KABOOM COMMUNICATION DESIGN,6,5,1
MICROAGE LES SYSTEMES NWD MONTREAL,5,5,0
PUROLATOR COURIER,5,5,0
PROCOM CONSULTANTS,5,2,3
DELOITTE AND TOUCHE,5,4,1
INSTITUT STATISTIQUE DU QUEBEC,5,5,0
NISHA TECHONOLOGIES,5,5,0
CANADIAN ASSOCIATION OF DEFENCE AND SECURITY INDUSTRIES,4,4,0
MARKETWIRED,4,4,0
DAVID GOLIATH COMMUNICATION MARKETING,4,3,1
RIDEAU SOLUTIONS DE RECONNAISSANCE,4,3,1
SUBARU CANADA,4,4,0
DUNBRADSTREET COMPANIES OF CANADA,4,4,0
CNW GROUP,4,3,1
IC FORMATION,4,3,1
DAVID LLEWELLYN,3,3,0
CENTRE DE FORMATION CARON QC,3,3,0
ECOLE DE LANGUES LA CITE,3,3,0
MORIN RELATIONS PUBLIQUES,3,1,2
NETWRIX,3,3,0
CGI,3,2,1
NOXENT,3,3,0
NUMARA SOFTWARE,3,3,0
OPENTEXT,3,3,0
ETUDE ECONOMIQUE CONSEIL,3,2,1
PRICEWATERHOUSE COOPERS,3,2,1
FORD MOTOR COMPANY,3,3,0
PROPAIR,3,3,0
FORMATION TERRA NOVA,3,2,1
REJEAN ROY,3,2,1
SAMSON ASSOCIES,3,2,1
SERVICES TELE RESSOURCES,3,1,2
SOGEMAP,3,2,1
GRIS ORANGE CONSULTANT,3,2,1
DE MARTIGNY YVES,3,3,0
CBCI TELECOM,3,3,0
INFORMATIQUE BLONDINX0016MONTPETIT,3,3,0
UNIVERSITE DU QUEBEC A TROIS RIVIERES,3,3,0
INSTITUT PLANIFICATION RETRAITE IPR,3,3,0
CHRISTIANE BEAUPRE CONSULTATION,2,2,0
RHDF 2000,2,2,0
2168 4907 QUEBEC ADVANIS JOLICOEUR,2,2,0
MULTI RISK INTERNATIONAL,2,1,1
BUREAU DETUDE STRATEGIQUE ETTECHNIQUE EN ECONOMIQUE BESTE,2,1,1
INNOVACOM MARKETING COMMUNICA 82124 CANADA,2,2,0
COSSETTE COMMUNICATIONS,2,1,1
METAFORESOLUTIONS TECHNOLOGIQUES DORVAL SEC,2,2,0
BDO CANADA,2,1,1
SERVICES PLUS,2,1,1
UNIVERSITE DOTTAWA ECOLE SUPERIEURE DAFFAIRES PUBLIQUES ET INTERNATIONALES,2,2,0
ASSOCIATION DES PRODUCTEURS DE TOURBE DU QUEBEC,2,2,0
SOCIETE PIERRE BOUCHER,2,2,0
MARKETWIRE,2,2,0
D4IS SOLUTIONS 4165047,2,1,1
INSUM SOLUTIONS,2,2,0
LIONBRIDGE,2,2,0
