owner_acronym,sum_effective_value
elections,94690611.50
cra,54203465.73
ssc,16596250.42
dnd,8456400.01
rcmp,2081340.70
cnsc,1810254.64
dfo,1677268.16
csc,1404890.90
tc,1116702.36
phac,832860.71
pspc,280610.42
cbsa,253863.00
hc,213305.96
ec,171399.46
stats,139711.27
cgc,135881.45
gac,85977.94
ircc,64585.61
ic,59926.00
pc,58278.60
psc,54502.00
nrcan,38373.12
just,37052.40
csa,23832.90
tbs,17918.71
cihr,11964.44
ppsc,11808.82
