owner_acronym,effective_year,sum_yearly_value
cbsa,2017,78350.83
cbsa,2018,78350.83
csa,2010,29909.61
csa,2011,1158125.85
csa,2012,1158125.85
csa,2013,1174661.00
csa,2014,1158125.85
csa,2015,784823.18
csa,2016,784823.18
csa,2017,794173.93
csa,2018,794173.93
csa,2019,2586671.14
dfo,2011,112829.54
dfo,2012,11353.98
dfo,2019,62232.63
dnd,2010,232922092.00
dnd,2011,92901009.23
dnd,2012,97577195.11
dnd,2013,141001299.20
dnd,2014,128216835.48
dnd,2015,91550168.13
dnd,2016,-66211632.75
dnd,2017,-63509534.98
dnd,2018,149658969.03
dnd,2019,150223926.42
ec,2011,59002.92
esdc,2010,33037.08
fin,2014,306236.10
hc,2011,38831.80
nrc,2010,12339.50
nrc,2011,55343.50
nrc,2012,11747.00
nrc,2013,11747.00
nrc,2014,98455.00
nrc,2015,132974.50
nrc,2016,31074.93
nrc,2017,38460.53
nrc,2018,416481.10
pc,2011,46591.14
pco,2010,758458.20
pco,2012,278456.93
pco,2013,112038.44
pco,2014,112038.44
pco,2017,205439.72
pco,2018,205439.72
phac,2011,19415.90
ps,2010,13628.00
ps,2011,13628.00
ps,2012,54082.67
ps,2013,7977.42
ps,2014,37031.52
pspc,2016,260198.99
pspc,2017,304445.49
pspc,2018,260198.99
rcmp,2010,92954.88
rcmp,2011,49238.04
rcmp,2012,20565.72
rcmp,2014,12258.85
ssc,2015,197766.51
ssc,2016,28260.72
ssc,2017,28260.72
ssc,2018,28260.72
ssc,2019,28260.72
tc,2011,62748.28
tc,2012,291113.66
tc,2013,182421.99
tc,2014,110974.26
tc,2016,22148.00
tsb,2019,29532.71
