owner_acronym,effective_year,sum_yearly_value
dfo,2010,148907.00
dnd,2010,134520.00
dnd,2011,78112020.00
dnd,2012,77977500.00
dnd,2013,77977500.00
dnd,2014,77977500.00
dnd,2015,303659.00
dnd,2016,2491159.00
dnd,2017,419050.00
dnd,2018,90000.00
dnd,2019,19739760.29
