gen_vendor_normalized,source_year,total_entries,total_contracts,total_amendments
ABI ADVANCED BUSINESS INTERIORS,2017,5,5,0
ABI ADVANCED BUSINESS INTERIORS,2018,18,17,1
ABI ADVANCED BUSINESS INTERIORS,2019,22,18,4
ALTIS HUMAN RESOURCES,2016,7,3,4
ALTIS HUMAN RESOURCES,2017,5,3,2
ALTIS HUMAN RESOURCES,2018,9,3,6
ALTIS HUMAN RESOURCES,2019,11,3,8
ASOKAN SOLUTIONS DE BUREAU,2016,5,5,0
ASOKAN SOLUTIONS DE BUREAU,2017,16,16,0
ASOKAN SOLUTIONS DE BUREAU,2018,19,19,0
ASOKAN SOLUTIONS DE BUREAU,2019,15,14,1
BDO CANADA,2016,2,1,1
BDO CANADA,2017,5,3,2
BDO CANADA,2018,6,1,5
BDO CANADA,2019,7,2,5
CANADIAN CORPS OF COMMISSIONAIRES,2016,4,4,0
CANADIAN CORPS OF COMMISSIONAIRES,2017,4,3,1
CANADIAN CORPS OF COMMISSIONAIRES,2018,10,8,2
CANADIAN CORPS OF COMMISSIONAIRES,2019,4,4,0
DEMENAGEMENT SLBL MOVING,2016,4,4,0
DEMENAGEMENT SLBL MOVING,2017,6,5,1
DEMENAGEMENT SLBL MOVING,2018,4,2,2
DEMENAGEMENT SLBL MOVING,2019,5,4,1
EXCEL HUMAN RESOURCES,2016,2,1,1
EXCEL HUMAN RESOURCES,2017,7,4,3
EXCEL HUMAN RESOURCES,2018,7,2,5
EXCEL HUMAN RESOURCES,2019,3,0,3
NISHA TECHONOLOGIES,2016,3,3,0
NISHA TECHONOLOGIES,2017,4,4,0
NISHA TECHONOLOGIES,2018,3,3,0
NISHA TECHONOLOGIES,2019,9,9,0
TELUS CANADA,2016,8,8,0
TELUS CANADA,2017,14,12,2
TELUS CANADA,2018,9,8,1
TELUS CANADA,2019,18,17,1
VERITAAQ TECHNOLOGY HOUSE,2016,13,4,9
VERITAAQ TECHNOLOGY HOUSE,2017,10,3,7
VERITAAQ TECHNOLOGY HOUSE,2018,13,2,11
VERITAAQ TECHNOLOGY HOUSE,2019,9,1,8
