source_year,total_original_entries,entries_below_25k,entries_above_25k,original_sum_below_25k,original_sum_above_25k
2016,232,117,115,2005616.41,19576626.93
2017,235,167,68,3023255.91,8713240.40
2018,236,144,92,2696489.74,15266482.46
2019,289,175,114,3319297.99,9157148.16
