gen_vendor_normalized,total_entries,total_contracts,total_amendments
XEROX,29,21,8
ESRI,15,13,2
TOTEM OFFISOURCE,14,14,0
GENESIS INTEGRATION,12,12,0
CANON,11,8,3
EXCEL HUMAN RESOURCES,10,6,4
ALTIS HUMAN RESOURCES,10,9,1
PHASELOCK SYSTEMS INTERNATIONAL,8,8,0
SOFTCHOICE,7,6,1
CEDROM SNI,7,7,0
LIONBRIDGE,7,4,3
CSDC SYSTEMS,6,6,0
CNW GROUP,6,6,0
ARTEMP PERSONNEL SERVICES,6,4,2
LANNICK CONTRACT SOLUTIONS,6,4,2
STANTEC,6,5,1
GOLDER ASSOCIATES,5,5,0
FOUNDATION OF ADMINISTRATIVE JUSTICE,5,5,0
OPENTEXT,5,3,2
ADVANCED BUSINESS INTERIORS,5,5,0
INTERNATIONAL REPORTING,4,3,1
DONNA CONA,4,2,2
NISHA TECHONOLOGIES,4,4,0
INTERSOL GROUP,4,3,1
SI SYSTEMS,4,2,2
TOSHIBA CLIENT SOLUTIONS CANADA,4,4,0
MARGARET MICHAELS HRC,3,3,0
M LOUISE WOOD,3,1,2
TRADULITECH,3,1,2
GLOBAL UPHOLSTERY,3,3,0
BANG THE TABLE CANADA,3,1,2
UNIVERSITE SAINTE ANNE,3,2,1
WOOD ENVIRONMENT INFRASTRUCTURE,3,2,1
CORADIX TECHNOLOGY CONSULTING,3,1,2
CANADIAN ENVIRONMENTAL NETWORK,3,3,0
ICI INNOVATIONS,3,2,1
STENO TRAN SERVICES,3,3,0
NORTHERN MICRO,3,3,0
LEARNING TREE INTERNATIONAL,3,3,0
STRATOS,3,3,0
SUSSEX CIRCLE,3,3,0
6233902 CANADA,3,3,0
GA PACKMAN ASSOCIATES,3,3,0
ABCE LANGUAGE SCHOOL,3,2,1
KPMG,3,3,0
GOWLING WLG CANADA,2,1,1
CISTEL TECHNOLOGY,2,1,1
INFO TECH RESEARCH GROUP,2,2,0
AVW TELAV,2,2,0
MICHAEL BOGUES,2,2,0
INNU NATION,2,2,0
INSTITUTE ON GOVERNANCE,2,2,0
HYPERTEC,2,2,0
IRON MOUNTAIN CANADA,2,1,1
QMR,2,2,0
DALHOUSIE UNIVERSITY,2,1,1
RENAUD EXPERTISE,2,0,2
RENEE PELLETIER,2,1,1
CBCI TELECOM,2,2,0
BRUCE YOUNG,2,1,1
FREEMAN AUDIO VISUAL,2,2,0
SAMSON ASSOCIES,2,2,0
KABOOM COMMUNICATION DESIGN,2,1,1
DOUGLAS HORSWILL,2,1,1
SIMON FRASER UNIVERSITY,2,2,0
GROUPE HEMISPHERES,2,2,0
GROUPE INTERSOL GROUP,2,1,1
LARIMAR STRATEGIES,2,1,1
LESLIE SMITH DR,2,1,1
LGL,2,2,0
HILL KNOWLTON STRATEGIES,2,2,0
NALY MANAGEMENT CONSULTING,2,2,0
THE ACCESS INFORMATION AGENCY,2,1,1
170963 CANADA,2,1,1
TURTLE ISLAND STAFFING,2,2,0
GOSS GILROY,2,2,0
ITEX,1,1,0
IT SERVICES CANADA,1,1,0
IVANS CAMERA 2017,1,1,0
JAMIESON HUMAN RESOURCE CONSULTING,1,1,0
JEAN BURTON,1,1,0
JOAN HOLMES ASSSOCIATES,1,1,0
JOHANNE GELINAS,1,1,0
JONGEWARD COMMUNICATIONS,1,1,0
J SIMKINS ASSOCIATES,1,1,0
JULES GAULIN,1,1,0
KATIVIK ENVIRONMENTAL,1,1,0
KEN ANDERSON ASSOCIATES,1,1,0
LIVING TAPESTRIES,1,1,0
LUMINA IT,1,1,0
MA BOGUES ATIP CONSULTING,1,1,0
MAINLAND REPORTING SERVICES,1,1,0
MARK FOSS,1,1,0
MARTIN OLSZYNSKI,1,1,0
MAXSYS STAFFING AND CONSULTING,1,1,0
MAXSYS STAFFING CONSULTING,1,1,0
MBH MOBILIER DE BUREAU,1,1,0
