owner_acronym,effective_year,sum_yearly_value
csc,2015,630262.00
csc,2016,758725.33
csc,2017,649483.91
csc,2018,33827.91
csc,2019,58888.00
hc,2010,61865.84
hc,2011,196073.97
hc,2012,313403.31
hc,2013,39878.71
hc,2014,75657.34
hc,2015,95960.14
hc,2016,121136.23
hc,2017,226879.77
hc,2018,171408.86
hc,2019,41833.62
isc,2018,129804.00
phac,2010,49289.44
phac,2011,190642.23
phac,2012,437384.31
phac,2013,260126.09
phac,2014,135925.83
phac,2015,302059.63
phac,2016,182035.47
phac,2017,106595.87
phac,2018,84139.83
phac,2019,40398.75
pspc,2010,61340446.51
pspc,2011,73702154.26
pspc,2012,65209449.93
pspc,2013,5966708.21
pspc,2014,5966708.21
pspc,2015,1130045.71
pspc,2016,605138.77
pspc,2017,605138.77
