source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2017,17,4,4,9,66831.62,99510.40,833336.79
2018,25,14,2,9,235719.18,49833.00,993969.24
2019,19,11,1,7,176470.68,24973.00,462743.55
