owner_acronym,sum_effective_value
pspc,43235966.47
gac,26987725.49
rcmp,14779153.36
inac,4054713.01
phac,3519167.85
ssc,3369370.41
hc,3349309.01
tc,3257419.42
tbs,3231004.02
ps,2234981.07
cbsa,1072186.44
ircc,889423.04
ec,823315.09
lac,582550.15
just,362279.26
isc,275985.77
dnd,199164.50
esdc,138146.95
nrcan,128820.00
psc,49662.00
pco,49155.00
pptc,48059.25
csps,44748.00
pc,43977.93
cra,36628.95
pch,24561.68
cnsc,14675.31
fin,10961.00
