owner_acronym,source_year,total_entries,total_contracts,total_amendments
cbsa,2014,1,1,0
cbsa,2016,2,1,1
cfia,2017,1,1,0
cnsc,2013,1,1,0
cra,2010,2,1,1
cra,2012,1,1,0
cra,2013,1,1,0
cra,2014,1,1,0
csps,2013,1,1,0
dnd,2011,1,1,0
dnd,2012,1,0,1
dnd,2014,1,1,0
dnd,2016,1,1,0
dnd,2018,1,1,0
ec,2014,1,1,0
ec,2015,5,4,1
ec,2016,2,1,1
ec,2017,1,0,1
esdc,2011,2,2,0
esdc,2013,1,1,0
esdc,2018,2,1,1
fin,2011,1,1,0
gac,2010,1,1,0
gac,2011,6,6,0
gac,2012,9,9,0
gac,2013,11,7,4
gac,2014,11,6,5
gac,2015,9,6,3
gac,2016,5,3,2
gac,2017,6,4,2
gac,2018,17,10,7
gac,2019,47,17,30
hc,2014,2,1,1
hc,2015,6,3,3
hc,2016,9,6,3
hc,2017,5,2,3
hc,2018,5,2,3
hc,2019,3,1,2
ic,2012,1,1,0
ic,2013,2,0,2
inac,2014,7,7,0
inac,2015,6,4,2
inac,2016,5,4,1
inac,2017,5,4,1
inac,2018,4,3,1
inac,2019,3,2,1
ircc,2010,1,1,0
ircc,2013,2,1,1
ircc,2014,1,0,1
ircc,2015,1,0,1
ircc,2016,2,0,2
ircc,2017,2,1,1
ircc,2018,1,0,1
isc,2018,4,4,0
just,2019,1,1,0
lac,2014,2,1,1
lac,2015,2,1,1
lac,2016,1,1,0
lac,2018,1,1,0
lac,2019,1,0,1
nrc,2016,1,1,0
nrc,2017,1,0,1
nrcan,2012,1,1,0
nrcan,2013,1,1,0
nrcan,2018,1,1,0
pc,2014,1,1,0
pch,2017,1,1,0
pco,2011,1,1,0
pco,2012,1,1,0
phac,2014,2,1,1
phac,2015,6,3,3
phac,2016,7,6,1
phac,2017,1,1,0
pptc,2010,1,1,0
ps,2012,1,1,0
ps,2013,1,1,0
ps,2014,2,2,0
ps,2015,1,1,0
ps,2017,1,0,1
psc,2011,1,1,0
pspc,2010,1,1,0
pspc,2011,3,3,0
pspc,2012,21,19,2
pspc,2013,8,4,4
pspc,2014,10,7,3
pspc,2015,12,11,1
pspc,2016,9,5,4
pspc,2017,10,7,3
pspc,2018,9,5,4
pspc,2019,4,2,2
rcmp,2010,3,0,3
rcmp,2011,2,2,0
rcmp,2012,3,1,2
rcmp,2013,3,1,2
rcmp,2014,6,0,6
rcmp,2015,5,2,3
rcmp,2016,19,7,12
rcmp,2017,17,6,11
rcmp,2018,24,11,13
rcmp,2019,23,14,9
ssc,2012,2,1,1
ssc,2013,3,3,0
ssc,2014,4,1,3
ssc,2015,3,1,2
ssc,2016,2,0,2
ssc,2017,1,1,0
ssc,2018,1,0,1
ssc,2019,1,1,0
tbs,2010,2,1,1
tbs,2011,1,1,0
tbs,2013,1,1,0
tbs,2014,1,0,1
tbs,2015,2,1,1
tbs,2016,1,0,1
tbs,2018,2,1,1
tc,2011,6,6,0
tc,2012,4,3,1
tc,2013,2,1,1
tc,2014,1,1,0
tc,2016,1,1,0
vac,2015,1,1,0
