owner_acronym,source_year,total_entries,total_contracts,total_amendments
acoa,2015,4,4,0
acoa,2016,4,4,0
acoa,2018,2,2,0
acoa,2019,3,3,0
agr,2013,1,1,0
agr,2014,3,3,0
agr,2015,2,2,0
agr,2016,11,11,0
agr,2017,5,5,0
agr,2018,7,7,0
agr,2019,12,11,1
atssc,2016,1,1,0
atssc,2018,2,2,0
atssc,2019,1,1,0
cas,2018,4,4,0
cas,2019,13,12,1
cbsa,2014,7,7,0
cbsa,2016,12,11,1
cbsa,2017,18,18,0
cbsa,2018,10,10,0
cbsa,2019,19,18,1
ced,2016,4,4,0
ced,2019,1,1,0
cer,2015,1,1,0
cer,2016,1,1,0
cer,2017,3,3,0
cer,2018,1,1,0
cer,2019,1,1,0
cfia,2012,1,1,0
cfia,2013,5,5,0
cfia,2014,1,0,1
cfia,2015,1,1,0
cfia,2016,8,8,0
cfia,2017,4,4,0
cfia,2018,10,9,1
cfia,2019,1,1,0
cgc,2018,4,4,0
cgc,2019,3,3,0
chrc,2018,2,2,0
cics,2018,1,1,0
cihr,2016,1,1,0
cihr,2017,1,1,0
cihr,2018,3,3,0
cihr,2019,4,4,0
cnsc,2010,5,5,0
cnsc,2011,5,4,1
cnsc,2012,5,4,1
cnsc,2013,7,6,1
cnsc,2014,3,3,0
cnsc,2015,2,1,1
cnsc,2016,6,6,0
cnsc,2017,5,3,2
cnsc,2018,5,5,0
cnsc,2019,7,7,0
cpc,2017,1,1,0
cpc,2019,2,2,0
cra,2010,6,0,6
cra,2011,5,0,5
cra,2013,1,1,0
cra,2016,15,14,1
cra,2017,7,3,4
cra,2018,12,8,4
cra,2019,7,4,3
crtc,2017,1,1,0
csa,2010,19,19,0
csa,2011,16,16,0
csa,2012,6,6,0
csa,2013,8,8,0
csa,2014,8,8,0
csa,2015,6,6,0
csa,2016,3,3,0
csa,2017,7,7,0
csa,2018,4,4,0
csa,2019,14,14,0
csc,2015,2,2,0
csc,2016,1,1,0
csc,2017,4,4,0
csc,2018,5,4,1
csc,2019,8,5,3
csps,2014,1,1,0
csps,2016,1,1,0
csps,2017,1,1,0
csps,2018,4,4,0
cta,2016,1,1,0
cta,2017,1,1,0
cta,2019,5,5,0
dfo,2010,6,6,0
dfo,2011,8,6,2
dfo,2012,8,7,1
dfo,2013,12,7,5
dfo,2014,7,7,0
dfo,2016,24,22,2
dfo,2017,23,23,0
dfo,2018,14,14,0
dfo,2019,14,14,0
dnd,2010,30,30,0
dnd,2011,57,55,2
dnd,2012,46,42,4
dnd,2013,68,66,2
dnd,2014,156,155,1
dnd,2015,44,42,2
dnd,2016,9,9,0
dnd,2017,76,70,6
dnd,2018,146,134,12
dnd,2019,146,138,8
ec,2010,5,4,1
ec,2011,7,7,0
ec,2012,21,19,2
ec,2013,25,22,3
ec,2014,14,13,1
ec,2015,5,5,0
ec,2016,15,15,0
ec,2017,10,10,0
ec,2018,12,12,0
ec,2019,19,19,0
esdc,2013,1,1,0
esdc,2015,2,2,0
esdc,2016,1,1,0
esdc,2018,1,1,0
esdc,2019,10,10,0
fcac,2011,1,1,0
fcac,2012,1,1,0
feddev,2012,2,1,1
feddev,2015,2,2,0
feddev,2016,2,1,1
fin,2010,1,1,0
fin,2011,1,1,0
fin,2012,1,1,0
fin,2015,1,1,0
fin,2016,1,1,0
fin,2017,2,2,0
fin,2018,2,2,0
fintrac,2018,3,3,0
fintrac,2019,1,1,0
fja,2010,5,5,0
fja,2011,2,2,0
fja,2012,2,2,0
fja,2013,2,2,0
fja,2015,1,1,0
fja,2019,4,4,0
gac,2010,15,15,0
gac,2011,4,4,0
gac,2012,2,2,0
gac,2014,1,1,0
gac,2015,1,1,0
gac,2016,2,2,0
gac,2017,2,2,0
gac,2018,2,2,0
gac,2019,4,4,0
hc,2010,5,5,0
hc,2011,7,6,1
hc,2012,9,9,0
hc,2013,4,3,1
hc,2014,8,8,0
hc,2015,3,3,0
hc,2016,14,11,3
hc,2017,9,9,0
hc,2018,7,7,0
hc,2019,18,18,0
iaac,2017,1,1,0
iaac,2018,1,1,0
iaac,2019,2,2,0
ic,2011,3,3,0
ic,2012,6,6,0
ic,2013,1,1,0
ic,2014,1,1,0
ic,2015,5,5,0
ic,2016,3,3,0
ic,2017,2,2,0
ic,2018,4,4,0
ic,2019,5,5,0
ijc,2018,1,1,0
ijc,2019,1,1,0
inac,2013,1,1,0
inac,2014,1,1,0
inac,2015,1,1,0
inac,2016,8,8,0
inac,2017,11,11,0
inac,2018,13,12,1
inac,2019,1,1,0
infra,2014,1,1,0
infra,2015,2,1,1
infra,2016,1,0,1
infra,2017,2,2,0
infra,2018,2,2,0
infra,2019,2,1,1
irb,2019,5,5,0
ircc,2010,22,22,0
ircc,2011,10,10,0
ircc,2012,3,3,0
ircc,2013,4,3,1
ircc,2014,4,4,0
ircc,2015,9,8,1
ircc,2016,1,1,0
ircc,2017,4,4,0
ircc,2018,9,8,1
ircc,2019,6,6,0
isc,2018,11,11,0
isc,2019,22,22,0
just,2010,9,9,0
just,2011,3,3,0
just,2012,6,6,0
just,2013,3,3,0
just,2014,3,3,0
just,2015,3,3,0
just,2016,2,2,0
just,2017,3,3,0
just,2018,8,8,0
just,2019,4,4,0
lac,2016,1,1,0
lac,2017,2,2,0
lac,2018,3,3,0
lac,2019,4,4,0
mpcc,2019,1,1,0
nrc,2010,55,53,2
nrc,2011,31,31,0
nrc,2012,7,5,2
nrc,2014,1,1,0
nrc,2015,1,1,0
nrc,2017,4,4,0
nrc,2018,6,6,0
nrc,2019,8,8,0
nrcan,2011,10,10,0
nrcan,2012,5,5,0
nrcan,2013,7,6,1
nrcan,2014,15,13,2
nrcan,2015,8,7,1
nrcan,2016,13,12,1
nrcan,2017,24,22,2
nrcan,2018,19,17,2
nrcan,2019,50,48,2
nserc,2018,4,4,0
nserc,2019,7,7,0
oag,2017,2,2,0
oag,2018,5,5,0
oag,2019,3,3,0
ocl,2017,1,1,0
ocol,2016,3,3,0
ocol,2017,3,3,0
ocol,2019,4,4,0
oic,2017,1,1,0
oic,2019,3,3,0
opc,2018,1,1,0
opc,2019,4,4,0
osfi,2016,3,3,0
osfi,2017,4,4,0
osfi,2018,3,3,0
osfi,2019,9,9,0
pbc,2019,2,1,1
pc,2012,1,1,0
pc,2013,4,4,0
pc,2014,2,2,0
pc,2015,15,15,0
pc,2016,6,6,0
pc,2017,11,11,0
pc,2018,7,7,0
pc,2019,10,10,0
pch,2010,8,8,0
pch,2011,1,1,0
pch,2014,1,1,0
pch,2015,1,1,0
pch,2016,1,1,0
pch,2017,8,8,0
pch,2018,2,2,0
pch,2019,4,4,0
pco,2010,10,10,0
pco,2011,1,1,0
pco,2012,1,1,0
pco,2013,3,3,0
pco,2014,1,0,1
pco,2015,1,1,0
pco,2016,9,9,0
pco,2017,6,6,0
pco,2018,9,9,0
pco,2019,3,3,0
phac,2010,5,5,0
phac,2011,7,6,1
phac,2012,9,9,0
phac,2013,4,3,1
