owner_acronym,source_year,total_entries,total_contracts,total_amendments
cbsa,2019,1,1,0
csa,2012,1,1,0
csc,2015,1,1,0
csps,2019,1,1,0
dfo,2010,5,5,0
dfo,2011,6,5,1
dfo,2012,7,4,3
dfo,2013,1,1,0
dfo,2016,2,2,0
dnd,2010,174,171,3
dnd,2011,190,188,2
dnd,2012,143,143,0
dnd,2013,126,124,2
dnd,2014,112,109,3
dnd,2015,151,151,0
dnd,2016,73,72,1
dnd,2017,78,78,0
dnd,2018,90,89,1
dnd,2019,49,47,2
esdc,2010,1,1,0
nrc,2010,3,3,0
nrc,2011,2,2,0
nrc,2013,1,1,0
nrc,2019,2,2,0
nrcan,2011,2,2,0
nrcan,2012,1,1,0
nrcan,2016,1,1,0
rcmp,2010,4,4,0
rcmp,2011,3,3,0
rcmp,2012,3,3,0
rcmp,2013,2,2,0
rcmp,2014,11,11,0
rcmp,2015,21,21,0
rcmp,2016,14,14,0
rcmp,2017,2,2,0
stats,2015,1,1,0
tc,2015,1,1,0
tc,2016,2,2,0
tc,2017,1,1,0
tc,2019,2,2,0
