owner_acronym,sum_effective_value
dnd,101840809.95
rcmp,1170256.72
tc,790400.18
dfo,338813.71
stats,225993.98
nrcan,208741.88
nrc,126042.58
csc,59646.00
esdc,22999.20
csps,12460.02
