gen_vendor_normalized,total_entries,total_contracts,total_amendments
ECOLE DE LANGUES ABCE,34,29,5
GLOBAL UPHOLSTERY,34,32,2
GSI INTERNATIONAL CONSULTING GROUP,34,13,21
ACOLE DE LANGUES ABCE,33,31,2
KONICA MINOLTA BUSINESS EQUIPMENT,32,30,2
SIEMENS,32,26,6
BIO RAD LAB,32,31,1
IRON MOUNTAIN CANADA OTTAWA,32,22,10
FMC PROFESSIONALS,32,25,7
SIMPLEX GRINNELL,32,32,0
LANDAUER INLIGHT,32,30,2
AIRCO AIRCRAFT CHARTERS,31,22,9
TIREE,30,15,15
PITNEY BOWES,30,29,1
AB SCIEX,30,28,2
FOX TRANSLATIONS,30,25,5
FAST TRACK STAFFING,30,21,9
ALLSET,30,23,7
LANGUAGE MARKETPLACE,30,22,8
COSETTE MEDIA,29,22,7
IRON MOUNTAIN,29,21,8
SPI CONSULTANTS,29,23,6
ESRI,29,27,2
IT NET CONSULTANTS,28,16,12
DELOITTE AND TOUCHE,28,25,3
UNIVERSITY OF OTTAWA,27,26,1
NUH MAH KOOS PIMETEH,26,8,18
CDW CANADA,26,26,0
ADIRONDACK INFORMATION MANAGEMENT,26,13,13
CHEMINFO SERVICES,26,24,2
GARTNER,25,24,1
ILLUMINA,25,23,2
SAS INSTITUTE,25,20,5
CHRYSLER CANADA,25,23,2
GRAYBRIDGE INTERNATIONAL CONSULTING,25,19,6
ACT,25,24,1
VWR CANLAB,24,23,1
GENERAL MOTORS,24,23,1
AFL CANADA,24,20,4
SECURIT RECORDS MANAGEMENT,24,13,11
BARBARA PERSONNEL,24,20,4
STERICYCLE,24,17,7
TERA,23,20,3
BIO RAD LABORATORIES CANADA,23,23,0
HAWORTH,23,22,1
DONNA CONA,23,15,8
LEVITT SAFETY,23,19,4
UNIVERSITY OF CINCINNATI,23,18,5
BERLITZ LANGUAGE CENTRE,23,20,3
MANDEL SCIENTIFIC COMPANY,22,22,0
VWR,22,22,0
VWR CANLAB DIVISION OF VWR SCIENTIFIC OF CANADA,22,22,0
MILLIPORE CANADA,22,22,0
SUMMIT TOXICOLOGY,22,19,3
SPIRIT STAFFING CONSULTING,22,17,5
NATTIQ,22,19,3
SOFTCHOICE,21,21,0
CONTRACT COMMUNITY,21,17,4
AMPLEXOR CANADA,21,13,8
BECKMAN COULTER CANADA,21,21,0
NISSAN CANADA,21,18,3
GOLDER ASSOCIATES,21,20,1
ACTION PERSONNEL OF OTTAWA HULL,21,16,5
CANBIOPHARMA CONSULTING,21,20,1
ISOMASS SCIENTIFIC,20,19,1
DELL COMPUTER,20,20,0
TRADUCTIONS HOULE,20,18,2
NIELSEN MEDIA RESEARCH,20,13,7
TRICO GROUP,20,20,0
UNIVERSITY OF TORONTO,20,17,3
GILMORE REPRODUCTIONS,19,17,2
VWR CANADA,19,19,0
SPIRIT STAFFING,19,18,1
MTE CONSULTANTS,18,18,0
KROMAR PRINTING,18,18,0
NALY MANAGEMENT CONSULTING,18,17,1
RANDSTAD,18,13,5
UNIVERSITY OF WATERLOO,18,14,4
FCA CANADA,18,16,2
TETRA TECH SCIENCES,18,17,1
INTEGRAL TRADUCTION TECHNIQUE,18,10,8
HENRY SCHEIN,18,17,1
DIASORIN,18,18,0
LOUISE M WINN DR,18,18,0
ADRM TECHNOLOGY CONSULTING,18,10,8
INSIGHT SOFTWARE CANADA,18,18,0
LES TRADUCTIONS TESSIER SCC,18,13,5
PRECISIONERP,17,9,8
CANADAWIDE SCIENTIFIC,17,17,0
QUINTET CONSULTING,17,13,4
IRON MOUNTAIN CANADA OPERATIONS,17,16,1
SYSTEMATIX SOLUTIONS,17,10,7
AMERICAN CHEMICAL SOCIETY,17,14,3
DELSYS RESEARCH GROUP,17,15,2
STANTEC,17,15,2
GROUPE INTERSOL GROUP,17,15,2
ENVIRONICS RESEARCH GROUP,17,17,0
THE STEVENS COMPANY,16,16,0
PLEIAD CANADA,16,14,2
MAKWA RESOURCING,16,6,10
ARI FINANCIAL SERVICES T46163,16,14,2
PERSONNEL FORCE,16,11,5
CONSULT INK,16,12,4
ORTHO CLINICAL DIAGNOSTICS,16,15,1
BIO RAD LABORATORIES CDA,16,16,0
3852946 CANADA,16,14,2
TOX ECOLOGY ENVIRONMENTAL,16,12,4
HACKETT CONSULTING,16,11,5
UNIVERSITY OF BRITISH COLUMBIA,16,14,2
SHRED IT,16,14,2
EUROMONITOR INTERNATIONAL,16,15,1
KELLY SEARS CONSULTING GROUP,16,16,0
3261620 CANADA LEARN2LANG,16,14,2
INDUSTRIAL ECONOMICS INCOPORATED,15,13,2
PRICEWATERHOUSE COOPERS,15,8,7
PRA,15,14,1
