source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2017,32,15,6,11,226732.26,148217.52,614531.39
2018,34,21,1,12,344390.67,24570.00,1159270.44
2019,29,16,4,9,246097.33,98828.27,503647.07
