owner_acronym,sum_effective_value
rcmp,170061669.34
dnd,74586505.44
pc,10386187.97
cbsa,7659699.85
csc,5616820.16
dfo,4488183.97
ec,2857292.82
hc,2322901.91
cfia,1953915.98
ic,1868684.54
tc,1724678.98
phac,1158280.26
agr,890433.42
nrcan,682802.78
ssc,593861.14
pspc,559717.91
nrc,512854.90
gac,488607.87
acoa,196584.59
cra,193708.67
inac,189561.09
esdc,160253.11
cnsc,122961.41
ps,71764.50
isc,58924.50
pco,56631.54
cannor,37383.23
fin,28315.77
pch,14831.25
