gen_vendor_normalized,total_entries,total_contracts,total_amendments
VERITAAQ TECHNOLOGY HOUSE,1704,584,1120
RANDSTAD,814,323,491
CANADA POST,760,733,27
MODIS CANADA,527,191,336
TPG TECHNOLOGY CONSULTANTS,408,159,249
COMPUGEN,399,379,20
4 OFFICE AUTOMATION,321,162,159
XEROX,258,87,171
HEWLETT PACKARD,255,242,13
ECOLE DE LANGUES DE LESTRIE,235,235,0
TEKNION,228,207,21
CANADIAN CORPS OF COMMISSIONAIRES,227,169,58
TELUS CANADA,213,204,9
BELL CANADA,197,161,36
DELL COMPUTER,181,176,5
CGI,173,83,90
EXCEL HUMAN RESOURCES,168,85,83
IBM CANADA,154,52,102
SUPREMEX,140,131,9
KROMAR PRINTING,135,134,1
IT NET CONSULTANTS,134,75,59
COSSETTE COMMUNICATIONS,128,108,20
ST JOSEPH PRINT GROUP,118,116,2
CANON,117,46,71
KONICA MINOLTA BUSINESS SOLUTIONS,106,33,73
ERGO INDUSTRIAL SEATING SYSTEMS,103,102,1
PANASONIC,99,44,55
NORTHERN MICRO,93,72,21
RICOH,85,34,51
SI SYSTEMS,82,37,45
MTS ALLSTREAM,81,78,3
THE DATA GROUP OF COMPANIES,79,79,0
CALIAN,74,31,43
SHRED IT,73,29,44
SOFTCHOICE,71,46,25
PITNEY BOWES,68,38,30
PRECISIONERP,68,27,41
CDW CANADA,67,45,22
GARTNER,66,63,3
DATA COMMUNICATIONS MANAGEMENT,61,57,4
CHUBB EDWARDS,59,54,5
DATA GROUP,59,58,1
IBISKA TELECOM,58,25,33
SUSTEMA,57,57,0
PRINTERS PLUS,56,50,6
RE GILMORE INVESTMENTS,55,55,0
NISHA TECHONOLOGIES,53,30,23
TOSHIBA OF CANADA,50,23,27
GALBRAITH COMMUNICATIONS,49,32,17
DELOITTE AND TOUCHE,49,29,20
BRC BUSINESS ENTERPRISES,49,49,0
COENTREPRISE CITE CARON,49,40,9
SASKTEL,48,48,0
MICROSOFT CANADA,48,33,15
MASHAKRUPP,47,47,0
ITEX,40,27,13
SAS INSTITUTE,40,32,8
ECOLE CREUSOT,39,31,8
MOORE CANADA,37,29,8
SYSTEMES HUMAINS MACHINES,36,35,1
NEWS CANADA,36,34,2
ERGO INDUSTRIAL SEATING SYSTEMS O A ERGOCENTRIC SEATING SYSTEMS,35,35,0
THOMSON REUTERS CANADA,32,19,13
LEXISNEXIS CANADA,32,21,11
TOSHIBA CANADA,31,21,10
GSI INTERNATIONAL CONSULTING GROUP,30,17,13
GN JOHNSTON EQUIPMENT,30,20,10
BANCTEC CANADA,30,8,22
UNIVERSITE SAINTE ANNE,29,20,9
KBS,29,23,6
TANJA WACYK ARBITRATION MEDIATION I,28,14,14
QUINTET CONSULTING,28,19,9
PRECISION ERP,26,16,10
INLINE SYSTEMS,26,24,2
QMR,26,15,11
HYPERTEC,25,20,5
WEST COAST COURT BAILIFFS,24,19,5
SAP,24,13,11
NOVA NETWORKS,23,22,1
ORACLE CANADA,23,14,9
LES EDITIONS ELECTRONIQUES CGS,23,23,0
ENVELOPPE CONCEPT,22,22,0
CHASE OFFICE INTERIORS,21,20,1
MOBILSHRED RECALL,21,13,8
CONSOLIDATED CIVIL ENFORCEMENT,21,11,10
SHARP ELECTRONICS,21,10,11
LYNGSOE SYSTEMS,21,4,17
CCH CANADIAN,20,13,7
BDO CANADA,20,14,6
ERNST YOUNG,20,14,6
COFOMO,20,9,11
A NET SOLUTIONS,19,16,3
MISHKUMI TECHNOLOGIES,19,18,1
HAWORTH,19,19,0
QUANTUM MANAGEMENT SERVICES,19,13,6
KABOOM COMMUNICATION DESIGN,18,15,3
ALTIS HUMAN RESOURCES,18,13,5
MORNEAU SHEPELL,18,8,10
CA CANADA COMPANY,18,7,11
TK CANADA,17,15,2
POLYCOM US,16,16,0
NORTH CENTRAL BAILIFFS,16,12,4
FUJITSU,16,10,6
PERCEPTICS,16,1,15
DAY ROSS,16,16,0
TRAILERMASTER FREIGHT CARRIERS,16,8,8
MARFTEC,16,12,4
CISION CANADA,15,7,8
CBCI TELECOM,15,12,3
PAE CONSULTANTS,15,4,11
PHASELOCK SYSTEMS INTERNATIONAL,15,14,1
BUREAU VAN DIJK,15,9,6
ACCURATE COURT BAILIFF SERVICES,14,11,3
GENESIS INTEGRATION,14,13,1
WOLTERS KLUWER,14,10,4
DEVLIN ASSOCIATES,14,5,9
ADT SECURITY SERVICES CANADA,14,13,1
MAXSYS,14,8,6
FACTIVA,14,14,0
ECOLE DE LANGUES EAGLE,13,7,6
NEOPOST CANADA DPOC,13,5,8
AGENCY59,13,9,4
HYPERACTIVE PRODUCTIONS,13,9,4
RSD SOLUTIONS,13,12,1
MERGENT,13,8,5
CINTAS CANADA,12,4,8
ANNE WALLACE,12,5,7
CASEWARE IDEA,12,7,5
FORD MOTOR COMPANY,12,12,0
BELLORS,12,10,2
176461 CANADA,12,9,3
ADVANCED BUSINESS INTERIORS,12,12,0
BUSINESS VALUATION RESOURCES,12,2,10
EXPERT DELIVERY,12,4,8
TERANET,12,4,8
CHRYSLER CANADA,11,11,0
EBSCO CANADA,11,8,3
GAPC,11,7,4
CHARRON HUMAN RESOURCES,11,9,2
BOB GALLANT TRANSPORT,11,1,10
WEBTRENDS,11,4,7
BLOOMBERG BNA,11,11,0
FORRESTER RESEARCH,11,9,2
FOXWISE TECHNOLOGIES,11,11,0
SENSUS COMMUNICATION SOLUTIONS,11,8,3
SAGE RESEARCH,11,11,0
COMOX VALLEY BAILIFFS,11,9,2
CCSI TECHNOLOGY SOLUTIONS,11,11,0
ENARA TECHNOLOGIES,11,2,9
SHI CANADA,11,10,1
IRON MOUNTAIN CANADA OPS,11,9,2
POSTMEDIA NETWORK,10,8,2
ECOLE DE LANGUES LA CITE,10,5,5
DONALD A BELLIVEAU ASSOCIATES,10,7,3
ALLIANCE FRANCAISE,10,7,3
NEXT WOOD,10,9,1
GLOBAL UPHOLSTERY,10,10,0
CEDROM SNI,10,8,2
BLOOMBERG FINANCE,10,4,6
MWGROUP,10,3,7
THOMSON REUTERS FINANCIAL RISK,10,6,4
CANADIAN TAX FOUNDATION,10,5,5
DALIAN ENTERPRISES,10,6,4
FAMILY SERVICES OF GREATER,10,3,7
THE HERJAVEC GROUP,10,6,4
AUTONOMY,10,4,6
CRAWFORD TECHNOLOGIES,10,3,7
MARCOMM,10,10,0
LIONBRIDGE,10,8,2
ARTOPEX,10,10,0
FTI CONSULTING CANADA,10,4,6
OCAPDD AOCPDI,9,6,3
OBJECTSOFT SOLUTIONS,9,8,1
OPEX,9,4,5
DYNAMIX OTTAWA,9,9,0
DIVESTCOCOM,9,9,0
STEELCASE CANADA,9,8,1
INFORMATICA,9,5,4
FEAST INTERACTIVE,9,6,3
MITEL,9,7,2
IBFD NORTH AMERICA,9,2,7
MEDIA Q,9,9,0
AUSTIN MCQUAID RENTAL LEASING,9,3,6
EVOLUTION AV VANCOUVER,9,8,1
