owner_acronym,source_year,total_entries,total_contracts,total_amendments
agr,2014,1,1,0
agr,2015,1,1,0
agr,2018,1,1,0
agr,2019,1,0,1
csa,2016,1,1,0
csa,2017,1,0,1
csc,2019,1,1,0
dfo,2015,1,1,0
dfo,2016,8,6,2
dfo,2017,9,8,1
dfo,2018,13,9,4
dfo,2019,10,7,3
dnd,2010,1,1,0
dnd,2011,10,7,3
dnd,2012,9,9,0
dnd,2013,4,4,0
dnd,2014,6,6,0
dnd,2015,14,14,0
dnd,2016,25,25,0
dnd,2017,11,10,1
dnd,2018,22,17,5
dnd,2019,22,15,7
inac,2019,2,1,1
nrc,2010,2,1,1
nrcan,2019,2,2,0
pc,2016,2,2,0
pc,2017,5,4,1
pc,2019,1,1,0
pspc,2012,4,3,1
pspc,2013,4,3,1
pspc,2014,23,15,8
pspc,2015,49,34,15
pspc,2016,103,72,31
pspc,2017,113,85,28
pspc,2018,78,64,14
pspc,2019,104,80,24
rcmp,2014,1,1,0
rcmp,2016,1,1,0
tc,2011,2,2,0
tc,2012,3,3,0
tc,2013,1,1,0
