gen_vendor_normalized,source_year,total_entries,total_contracts,total_amendments
CANADIAN CORPS OF COMMISSIONAIRES,2019,3,3,0
DESCHAMPS IMPRESSION,2019,3,3,0
ECO VERDURE,2019,3,3,0
ERNST YOUNG,2019,3,3,0
FORD MOTOR COMPANY,2019,3,3,0
GESTION ARBEAU FLEURI,2019,3,3,0
GROUPE FVP,2019,2,2,0
ML ENTRETIEN MULTISERVICES,2019,2,2,0
TPSGC,2019,5,5,0
TRO CHAINES,2019,3,3,0
