owner_acronym,total_entries,total_contracts,total_amendments
dnd,2596,2557,39
dfo,33,27,6
tc,21,21,0
rcmp,8,8,0
nrc,7,7,0
gac,4,4,0
nrcan,4,4,0
ec,2,2,0
csc,2,2,0
tbs,1,1,0
ic,1,1,0
cbsa,1,1,0
csa,1,1,0
csps,1,1,0
agr,1,1,0
pch,1,1,0
pco,1,1,0
pspc,1,1,0
ssc,1,1,0
