owner_acronym,total_entries,total_contracts,total_amendments
dfo,1271,1242,29
dnd,1270,1255,15
csc,100,95,5
tc,61,56,5
pc,25,24,1
agr,8,7,1
nrcan,1,1,0
nrc,1,1,0
