owner_acronym,effective_year,sum_yearly_value
agr,2019,105363.01
csc,2015,119675.00
csc,2016,868173.97
csc,2017,2845427.62
csc,2018,2508724.69
csc,2019,1429953.56
dfo,2010,4064781.38
dfo,2011,13659360.02
dfo,2012,21379942.87
dfo,2013,12858070.00
dfo,2014,22560496.67
dfo,2015,12112409.83
dfo,2016,6168142.57
dfo,2017,13253035.60
dfo,2018,16118096.23
dfo,2019,25541654.01
dnd,2010,1095689.84
dnd,2011,2103997.58
dnd,2012,4759818.63
dnd,2013,7327953.50
dnd,2014,3278504.65
dnd,2015,3416121.12
dnd,2016,2057189.51
dnd,2017,5713427.91
dnd,2018,34213690.59
dnd,2019,22459683.09
nrc,2017,23860.05
pc,2013,64043.52
pc,2014,131245.16
pc,2015,138856.00
pc,2016,253281.95
pc,2017,89081.62
pc,2019,14130.28
tc,2012,73927.34
tc,2013,326771.93
tc,2014,62175.75
tc,2015,486181.48
tc,2016,147541.14
tc,2017,782661.64
tc,2018,797600.00
tc,2019,448550.00
