source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2015,2,2,0,0,15220.35,0.00,0.00
2016,25,19,2,4,186423.17,49855.60,158430.23
2017,16,9,1,6,146503.51,24965.38,508403.54
2018,15,9,5,1,153662.62,124210.57,42442.80
2019,13,8,0,5,130639.83,0.00,280679.10
