source_year,total_original_entries,entries_below_25k,entries_above_25k,original_sum_below_25k,original_sum_above_25k
2015,2,2,0,15220.35,0.00
2016,25,21,4,236278.77,158430.23
2017,16,10,6,171468.89,508403.54
2018,15,13,2,252684.41,67631.58
2019,13,8,5,130639.83,280679.10
