source_year,total_original_entries,entries_below_25k,entries_above_25k,original_sum_below_25k,original_sum_above_25k
2016,43,29,14,431018.31,1013075.40
2017,122,71,51,1100784.66,6621235.53
2018,124,88,36,1370135.58,2525373.19
2019,121,70,51,1158465.36,3947150.67
