gen_vendor_normalized,total_entries,total_contracts,total_amendments
IBM CANADA,411,179,232
VWR INTERNATIONAL,357,347,10
FISHER SCIENTIFIC,357,346,11
ILLUMINA CANADA,243,226,17
IMPERIAL OIL,231,152,79
FISHER SCIENTIFIC COMPANY,171,169,2
CANADIAN CORPS OF COMMISSIONAIRES,155,133,22
LIFE TECHNOLOGIES,155,142,13
AGILENT,144,140,4
BIO RAD LABORATORIES CANADA,141,134,7
CACHE COMPUTER CONSULTING,124,73,51
WINTERSTEIGER,109,108,1
ARI FINANCIAL SERVICES,108,105,3
THERMO FISHER SCIENTIFIC,108,106,2
GENOME QUEBEC,107,98,9
PODOLINSKY EQUIPMENT,104,102,2
HOSKIN SCIENTIFIC,104,103,1
FORD MOTOR COMPANY,94,80,14
CANON,82,42,40
ADGA GROUP,78,33,45
WATERS,77,75,2
QIAGEN CANADA,72,68,4
LEKTER INDUSTRIAL SERVICES,68,61,7
DONNA CONA,62,32,30
UNIVERSITY OF GUELPH,62,48,14
MANDEL SCIENTIFIC COMPANY,60,57,3
VERITAAQ TECHNOLOGY HOUSE,56,31,25
BLUEWAVE ENERGY,54,49,5
NORTHERN MICRO,50,49,1
SYSTEMATIX SOLUTIONS,50,27,23
TURTLE TECHNOLOGIES,50,32,18
CAMPBELL SCIENTIFIC CANADA,49,49,0
HOLONICS,48,28,20
CONTROLLED ENVIRONMENTS,46,42,4
BECKMAN COULTER CANADA,45,42,3
GATEWAY MECHANICAL SERVICES,44,35,9
NIKON CANADA,43,43,0
ATS SCIENTIFIC,42,42,0
GC BAXTER PLUMBING,42,22,20
NISHA TECHONOLOGIES,41,40,1
FOSS NORTH AMERICA,41,39,2
SIEMENS,41,40,1
MIKADO ELECTRIC,40,35,5
FCA CANADA,40,35,5
LEICA MICROSYSTEMS CANADA,39,37,2
SAMSON ASSOCIES,38,30,8
ERNST YOUNG,38,29,9
STERIS CANADA,38,37,1
I4C CONSULTING,37,17,20
