owner_acronym,sum_effective_value
pspc,7718305009.81
rcmp,2022119.64
esdc,918812.50
dfo,469778.86
ic,402700.59
pch,240063.38
just,218024.95
ssc,191371.47
dnd,99369.56
csc,91906.29
cnsc,87648.81
ocol,82729.94
hc,39790.39
phac,24460.21
ppsc,20213.06
nfb,10208.52
wage,7727.15
oag,5600.00
