owner_acronym,total_entries,total_contracts,total_amendments
rcmp,123,121,2
ic,42,42,0
pspc,38,37,1
dfo,27,26,1
ssc,16,16,0
pch,16,16,0
just,15,15,0
cnsc,7,6,1
dnd,6,4,2
esdc,6,6,0
ocol,4,4,0
csc,3,3,0
oag,2,2,0
hc,2,1,1
wage,2,2,0
nfb,1,1,0
cra,1,1,0
cbsa,1,1,0
phac,1,1,0
ppsc,1,1,0
