owner_acronym,source_year,total_entries,total_contracts,total_amendments
cbsa,2016,1,1,0
cnsc,2015,1,1,0
cnsc,2016,1,1,0
cnsc,2017,3,2,1
cnsc,2019,2,2,0
cra,2019,1,1,0
csc,2016,2,2,0
csc,2018,1,1,0
dfo,2016,1,1,0
dfo,2017,9,9,0
dfo,2018,10,9,1
dfo,2019,7,7,0
dnd,2018,3,2,1
dnd,2019,3,2,1
esdc,2015,6,6,0
hc,2016,2,1,1
ic,2015,11,11,0
ic,2016,3,3,0
ic,2017,7,7,0
ic,2018,11,11,0
ic,2019,10,10,0
just,2015,1,1,0
just,2016,5,5,0
just,2017,6,6,0
just,2018,3,3,0
nfb,2017,1,1,0
oag,2018,2,2,0
ocol,2017,2,2,0
ocol,2018,1,1,0
ocol,2019,1,1,0
pch,2017,9,9,0
pch,2019,7,7,0
phac,2016,1,1,0
ppsc,2016,1,1,0
pspc,2015,12,12,0
pspc,2016,9,9,0
pspc,2017,14,13,1
pspc,2018,1,1,0
pspc,2019,2,2,0
rcmp,2015,4,4,0
rcmp,2016,19,19,0
rcmp,2017,26,24,2
rcmp,2018,47,47,0
rcmp,2019,27,27,0
ssc,2015,15,15,0
ssc,2019,1,1,0
wage,2019,2,2,0
