source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2016,4,2,1,1,25914.05,24000.00,58500.00
2017,19,12,1,6,186354.59,24998.99,462043.52
2018,18,13,1,4,193832.21,25904.71,454195.41
2019,20,15,0,5,238398.19,0.00,289049.61
