gen_vendor_normalized,total_entries,total_contracts,total_amendments
COSSETTE COMMUNICATIONS,103,85,18
SERVICES PRN,86,52,34
CANADIAN CORPS OF COMMISSIONAIRES,85,69,16
DR ROBERT OUELLETTE,69,61,8
MICHEL WHITE SPRCP,60,38,22
TRANSBUS,56,16,40
NISHA TECHONOLOGIES,56,53,3
NORTHERN MICRO,53,51,2
ABDALLAH DALLAL DR,50,39,11
MCKESSON CANADA,49,44,5
CARDINAL HEALTH,39,39,0
DR GENEVIEVE RICHER,36,32,4
TEKNION,35,32,3
UNIVERSITE SAINTE ANNE,34,24,10
CBCI TELECOM,32,32,0
GRAND AND TOY,31,27,4
DR FRANCOIS SARRASIN,27,18,9
IBM CANADA,26,23,3
CDW CANADA,26,22,4
DR JEAN PARRATTE,25,17,8
CARDINAL HEALTH CANADA,24,24,0
ADIRONDACK TECHNOLOGIES,23,22,1
METAFORE,23,23,0
BELL CANADA,21,20,1
XEROX,20,13,7
IMP GROUP,20,19,1
THE ROYAL CANADIAN LEGION,19,16,3
DR ROGER VADEBONCOEUR,19,7,12
TRIMTAG TRADING,18,15,3
ERGOWORKS ATLANTIC,17,15,2
MULTI OPTIONS NURSING,16,14,2
ORACLE CANADA,16,16,0
TARGET COMMUNICATIONS,15,7,8
VICTORIA POINT REHAB,14,6,8
ATLANTIC BUSINESS INTERIORS,14,13,1
IMPERIAL OIL,14,10,4
QMR,14,12,2
MICROAGE,14,14,0
CAPITAL THERAPY SERVICES,14,10,4
MARIE JOSEE DROUIN,14,11,3
AUDREY DEVLIN,13,5,8
DR DENIS DURANLEAU,13,7,6
MARIE FRANCE LALIBERTE,13,13,0
TPG TECHNOLOGY CONSULTANTS,12,4,8
DELL COMPUTER,12,11,1
TOTEM OFFISOURCE,12,12,0
HYPERTEC,11,10,1
MARIE CHANTAL PICHE PHDMD,11,6,5
HDP GROUP,11,9,2
PHOENIX STRATEGIC PERSPECTIVES,11,10,1
SOCIETE MEDICAL DR LIONEL,11,9,2
MICROSOFT CANADA,11,10,1
MEDIA Q,11,9,2
DATARITE,11,11,0
HARRINGTON MARKETING,11,5,6
RAYMOND CHABOT GRANT THORNTON,10,8,2
UNITES MOBILES DE COIFFURE,10,7,3
TERAMACH TECHNOLOGIES,10,10,0
FREEBALANCE,10,9,1
LEAN AGILITY,10,9,1
DR JACQUES BOURGIE,10,10,0
CNW GROUP,9,8,1
I4C INFORMATION TECHNOLOGY,9,5,4
GARTNER,9,9,0
SERENA SOFTWARE,9,9,0
AVI SPL CANADA,9,8,1
BASELINE BUSINESS GEOGRAPHICS,9,9,0
EKOS RESEARCH ASSOICATES,9,9,0
EBSCO CANADA,9,9,0
NEURON COMMUNICATIONS,9,9,0
ALTERNACARE,9,8,1
WORKDYNAMICS TECHNOLOGIES,9,9,0
DENISE CHEVREFILS,9,9,0
DELCO AUTOMATION,8,8,0
CANADIAN PRESS ENTERPRISES,8,7,1
HARRINGTON STAFFING SERVICES,8,4,4
DIANE DURAND,8,7,1
SIERRA SYSTEMS GROUP,8,8,0
ADVANCED CHIPPEWA TECHNOLOGIES,8,8,0
RICOH,8,8,0
INDUSTRIES ROUILLARD,7,7,0
ORTHO CLINICAL DIAGNOSTICS,7,7,0
GRAND TOY,7,7,0
ACL SERVICES,7,7,0
LES ENTREPRISES VERRECCHIA,7,7,0
CSDC SYSTEMS,7,6,1
DR MARCEL LORTIE,7,7,0
CISION CANADA,7,2,5
BAYSHORE HEALTHCARE,7,4,3
CHRISTIE INNOMED,7,7,0
CGI,7,1,6
KABOOM,7,7,0
SOLUTIONS STAFFING,7,2,5
GILMORE REPRODUCTIONS,7,4,3
IRON MOUNTAIN CANADA OPER,6,2,4
IRON MOUNTAIN CANADA CORPO,6,4,2
IFATHOM,6,6,0
WORKRITE ERGONOMICS CANADA,6,6,0
PROSCI CANADA,6,6,0
CALIAN,6,3,3
ANNIE THEORET,6,5,1
MUIRS MARBLE WORKS,6,4,2
SUPERTEMP,6,6,0
EXCEL HUMAN RESOURCES,6,4,2
SOFTCHOICE,6,5,1
THE WAR AMPUTATIONS OF CANADA,6,6,0
SECURITAS,6,1,5
ROYAL CANADIAN MINT,6,5,1
ADECCO EMPLOYMENT SERVICES,6,5,1
DR HANY DAOUD,6,5,1
LANGUAGE RESEARCH DEVELOPMENT,6,6,0
DR ABDALLAH DALLAL,6,5,1
KPMG,6,2,4
TOTAL ABILITY,6,2,4
CENTRE HOSPITALIER DE LUNIVERS,6,6,0
J A MEDIA SERVICES,5,1,4
QUINTET CONSULTING,5,4,1
ALLERGAN,5,5,0
HUMAN RESOURCES SYSTEMS GROUP,5,5,0
HR ASSOCIATES,5,4,1
ULTRAMAR,5,5,0
ARJOHUNTLEIGH CANADA,5,5,0
CANON,5,5,0
UNIS LUMIN,5,5,0
HARRIS DECIMA,5,3,2
TRICERAT,5,4,1
HAI THONG NGUYEN,5,5,0
GREENISLE ENVIRONMENTAL,5,2,3
RENU TYAGI,5,1,4
SYSMEX CANADA,5,5,0
MD GAGNON MEDICINE PROF,5,2,3
ORTHOFAB,5,5,0
OVID TECHNOLOGIES,5,5,0
CONTRACT COMMUNITY,5,5,0
FITTER INTERNATIONAL,5,5,0
EQUINOX LANGUAGE CENTRE,5,5,0
SAMSON ASSOCIES,5,4,1
EAGLESPIRIT MARKETING,5,5,0
LOGIBEC,5,4,1
DR SUZANNE LEVITZ,5,5,0
LOGIBEC GROUPE INF,5,4,1
NETTOYEURS EVOLUTION CLEANERS,5,5,0
ROBERT WEISSMANN,5,2,3
ALTIS HUMAN RESOURCES,5,3,2
KNOWLEDGE CIRCLE,5,5,0
BACKMAN VID COMM LD,5,5,0
SERVICE PRN,5,5,0
DENSAN CONSULTANTS,5,5,0
KELLY SERVICES CANADA,5,4,1
IVANS CAMERA,4,4,0
CBCI TELECOM CANADA,4,4,0
ACNIELSEN COMPANY OF CANADA,4,3,1
REID PHYSIO,4,2,2
QUANTUM MANAGEMENT SERVICES,4,4,0
INFO TECH RESEARCH GROUP,4,4,0
AKRAN MARKETING,4,4,0
HYPERACTIVE PRODUCTIONS,4,4,0
PRESS NEWS,4,3,1
PRO J PHARMA,4,4,0
VERONICA SCHAMI EDITORIAL SVCS,4,4,0
ARCHEVECHE DE MONTREAL,4,3,1
PITNEY BOWES,4,4,0
OQ MEASURES,4,2,2
CANADA POST,4,4,0
SYSOMOS,4,3,1
THE CANADIAN PRESS,4,2,2
CUTTING CREW GLASS,4,4,0
NEURON COMMUNICATION,4,4,0
STIFF SENTENCES,4,3,1
ACKLANDS GRAINGER,4,4,0
ANDREW WEATHERBEE,4,3,1
MICROTECH SUPPLYSERVICES,4,4,0
METROPOLIS STUDIO,4,3,1
CONSULT INK,4,4,0
ENTRETIEN MCGILL,4,4,0
SHI CANADA,4,4,0
SOINS TELEMEDIC 3000,4,3,1
LES EMBALLAGES MASKA,4,4,0
ALTUISTIC INFORMATICS,4,1,3
SAP,4,4,0
DR PIERRE BOISSINOT,4,2,2
BFI CANADA,4,3,1
ROBERT A WEISSMAN,4,1,3
DRE JULIE BEGIN,4,4,0
CHUBB EDWARDS,4,4,0
DR DANIEL LAMOUREUX,4,2,2
PATRICIA A CARD SHERRY L RO,4,1,3
ALLWEST COMMERCIAL FURNISHINGS,4,4,0
DATASKILL TURING COMPUTING,4,4,0
RICHARD DRAFFIN CALLIGRAPHY,4,3,1
ALLSEATING,4,4,0
KRONOS,4,4,0
DR ABDALLAH DALLAH,4,4,0
MANPOWER SERVICES,4,2,2
IRON MOUNTAIN,3,1,2
CEDAR HILL GREENWOOD CEMETERY,3,3,0
RECUPERAACTION MARRONNIERS,3,3,0
RANDSTAD,3,2,1
JEFFERY CLARKE,3,2,1
ARTICULATE GLOBAL,3,3,0
