owner_acronym,effective_year,sum_yearly_value
acoa,2010,91839.50
acoa,2011,67515.50
acoa,2012,38870.00
agr,2016,178023.97
agr,2017,312590.59
agr,2018,297637.06
agr,2019,1181960.33
atssc,2017,176193.87
atssc,2018,86800.95
atssc,2019,301416.20
cbsa,2014,1074976.14
cbsa,2015,944167.38
cbsa,2016,2187858.42
cbsa,2017,1586461.87
cbsa,2018,1496026.90
cbsa,2019,1261105.99
ced,2016,103379.78
ced,2017,115745.34
ced,2018,183037.33
ced,2019,259387.63
cfia,2011,556500.00
cfia,2012,104638.00
cfia,2013,673483.39
cfia,2014,752653.58
cfia,2015,258611.80
cfia,2016,778675.71
cfia,2017,488688.70
cfia,2018,306845.81
cfia,2019,204666.64
chrc,2019,40830.67
cihr,2016,70376.40
cihr,2017,72659.00
cihr,2018,31713.50
cihr,2019,103270.75
cnsc,2010,140725.00
cnsc,2011,91874.83
cnsc,2012,44070.00
cnsc,2013,57466.15
cnsc,2014,130356.80
cnsc,2015,145781.30
cnsc,2016,176561.83
cnsc,2017,212820.13
cnsc,2018,211171.00
cnsc,2019,281480.29
cra,2010,780309.50
cra,2011,577973.00
cra,2012,456321.50
cra,2013,862915.25
cra,2014,1022505.07
cra,2015,413900.82
cra,2016,1303775.18
cra,2017,236994.90
cra,2018,769836.99
cra,2019,363870.30
crtc,2017,32306.70
crtc,2018,49881.89
crtc,2019,17010.55
csa,2014,56843.64
csc,2015,334942.00
csc,2016,177297.00
csc,2017,794284.01
csc,2018,1220449.91
csc,2019,789545.69
csps,2013,50511.00
csps,2014,50511.00
csps,2015,25153.80
csps,2016,25153.80
csps,2019,33233.53
cta,2017,16435.68
cta,2018,58814.03
cta,2019,42378.35
dfo,2012,53500.00
dfo,2013,108605.00
dfo,2014,55105.00
dfo,2015,10338.25
dfo,2016,10338.25
dfo,2017,788317.38
dfo,2018,360865.50
dfo,2019,586737.52
dnd,2011,59720.50
dnd,2012,157685.00
dnd,2013,404696.90
dnd,2014,2423656.30
dnd,2015,3123885.13
dnd,2016,2773791.89
dnd,2017,1644555.25
dnd,2018,2346226.10
dnd,2019,3279035.19
ec,2010,270650.00
ec,2011,304200.00
ec,2012,403300.00
ec,2013,92350.00
ec,2014,135218.34
ec,2016,364672.05
ec,2017,57026.65
ec,2018,230561.29
ec,2019,473923.19
elections,2017,196093.76
elections,2018,906000.75
elections,2019,1184131.84
esdc,2010,269931.38
esdc,2011,244064.50
esdc,2012,93975.00
esdc,2013,545199.45
esdc,2014,1332505.85
esdc,2015,1190418.76
esdc,2016,1160771.87
esdc,2017,2575889.02
esdc,2018,1802608.64
esdc,2019,2185323.07
fcac,2017,21334.40
fcac,2018,40890.75
fcac,2019,354473.25
feddev,2015,20425.00
feddev,2016,20425.00
feddev,2019,117819.92
fin,2010,19136.25
fin,2011,26487.00
fin,2012,13729.50
fintrac,2010,45240.00
fintrac,2011,251424.00
fintrac,2012,27550.00
fintrac,2013,72976.00
fintrac,2014,208739.25
fintrac,2015,168590.35
fintrac,2016,142981.16
fintrac,2017,61722.86
fintrac,2018,57081.95
fintrac,2019,57081.95
gac,2010,71715.00
gac,2011,67348.00
gac,2012,67348.00
gac,2013,118156.57
