owner_acronym,effective_year,sum_yearly_value
dfo,2017,18879.53
dfo,2018,18879.53
dnd,2010,14218362.57
dnd,2011,37517107.92
dnd,2012,24872936.50
dnd,2013,34327776.22
dnd,2014,22323039.78
dnd,2015,2581589.48
dnd,2016,1600126.93
dnd,2017,85908469.60
dnd,2018,85853210.13
dnd,2019,78884642.71
ec,2010,10817.00
nrcan,2018,19213.48
pc,2011,58169.29
