gen_vendor_normalized,total_entries,total_contracts,total_amendments
ZERNAM ENTERPRISE,1,1,0
COFOMO,1,1,0
COHEN HAMILTON STEGER,1,1,0
COMPUCOM CANADA,1,1,0
CLARIS INTERNATIONAL,1,1,0
CONTEMPORARY FINE ART SERVICES,1,1,0
COSSETTE COMMUNICATIONS,1,1,0
DELL COMPUTER,1,1,0
DAVID MULLAN,1,1,0
DYNAMIC PERSONNEL CONSULTANTS,1,1,0
DYNAMIX OTTAWA,1,1,0
ELIZABETH MACPHERSON,1,1,0
EMCON EMANATION CONTROL,1,1,0
EVALUATION PERSONNEL SELECTION,1,1,0
FAWCETT FILE STORAGE SYSTEMS,1,1,0
FILEMAKER,1,1,0
GAM TECHNICAL SERVICES,1,1,0
CDW CANADA,1,1,0
GLOBAL KNOWLEDGE,1,1,0
CARY ALAN JOHNSON,1,1,0
HORIZON FURNITURE DISTRIBUTORS,1,1,0
360 ADVANCED SECURITY,1,1,0
WEILER ADR,1,1,0
CANON,1,1,0
CANADIAN INSTITUTE FOR THE ADMINISTRATION OF JUSTICE INSTITUT CANADIEN DADMINISTRATION DELA JUSTICE,1,1,0
CANADIAN INSTITUTE FOR THE ADMINISTRATION OF JUSTICE,1,1,0
JUSTICE AV SOLUTIONS,1,1,0
KI DESIGN,1,1,0
KNOWLEDGE CIRCLE LEARNING SERVICES,1,1,0
KPMG,1,1,0
LES SYSTEMES ET SERVICES DINTERPRETATION LMB,1,1,0
BRECKENHILL,1,1,0
LIONBRIDGE,1,1,0
MACDOUGALL BARRY G A,1,1,0
MALETTE LOUISE,1,1,0
BARRY MCLOUGHLIN ASSOCIATES,1,1,0
MINDWIRE SYSTEMS,1,1,0
MONIQUE MONTGOMERY O A MON RO SALES AND MARKETING CONSULTING,1,1,0
NATIONAL APPRAISAL CONSULTANTS,1,1,0
NATIONS TRANSLATION GROUP GROUPE DE TRADUCTION DES NATIONS,1,1,0
NEW CENTURY TRAINING AND DEVELOPMENT,1,1,0
NEXT TECHNOLOGY SYSTEMS,1,1,0
ASSOCIATION DES JURISTES DEXPRESSION FRANCAISE DE LONTARIO,1,1,0
OPTIV CANADA FEDERAL,1,1,0
PITNEY BOWES,1,1,0
