source_year,total_original_entries,entries_below_25k,entries_above_25k,original_sum_below_25k,original_sum_above_25k
2016,14,6,8,96162.33,2251082.20
2017,22,18,4,288972.49,1524574.81
2018,25,17,8,307155.91,2233857.20
2019,23,11,12,181997.20,3433794.32
