owner_acronym,effective_year,sum_yearly_value
dnd,2019,28146.13
fja,2018,12204.00
fja,2019,6102.00
ssc,2013,144060.89
ssc,2014,119617328.62
ssc,2015,167123662.99
ssc,2016,157647559.67
ssc,2017,72355419.89
ssc,2018,58633286.24
ssc,2019,57914544.15
