owner_acronym,sum_effective_value
csc,235061276.50
dnd,57320922.27
rcmp,44110619.86
pspc,33209785.81
inac,31126208.12
ssc,18221510.36
agr,8702646.98
tc,5379365.00
csa,2088052.29
ec,1545387.90
hc,1390583.65
ic,1067057.14
cbsa,615273.69
ircc,426597.60
phac,360063.20
nrcan,353125.00
gac,293800.00
cer,283500.00
esdc,215003.25
ocol,142890.93
cas,123170.00
sirc,71133.33
ps,53392.50
cra,51351.95
tbs,42940.00
nrc,35470.00
osfi,16816.67
pco,13882.05
