owner_acronym,effective_year,sum_yearly_value
acoa,2010,5256033.11
acoa,2011,4244009.06
acoa,2012,3298578.60
acoa,2013,3632695.71
acoa,2014,3129231.96
acoa,2015,2276669.78
acoa,2016,2709667.63
acoa,2017,2978356.40
acoa,2018,2853599.99
acoa,2019,3985639.28
agr,2010,10945709.81
agr,2011,18162095.46
agr,2012,35964902.07
agr,2013,69737656.78
agr,2014,134036759.28
agr,2015,134977608.14
agr,2016,137160618.26
agr,2017,141715096.16
agr,2018,124812690.92
agr,2019,136856274.70
atssc,2014,453395.40
atssc,2015,844107.05
atssc,2016,3482980.18
atssc,2017,6814354.66
atssc,2018,8796733.74
atssc,2019,9102516.97
cannor,2015,8654.39
cannor,2016,127888.26
cannor,2017,351901.28
cannor,2018,856537.85
cannor,2019,626592.09
cas,2013,224208.95
cas,2014,1272888.42
cas,2015,2255575.87
cas,2016,6413943.26
cas,2017,11566726.43
cas,2018,15966187.13
cas,2019,18163852.38
casdo,2019,39366.38
cbsa,2010,190186.38
cbsa,2011,2224438.41
cbsa,2012,21588038.29
cbsa,2013,64270441.56
cbsa,2014,68735156.84
cbsa,2015,164254858.29
cbsa,2016,200008850.13
cbsa,2017,217730266.64
cbsa,2018,254217315.86
cbsa,2019,334482489.65
cc,2010,1961755.67
cc,2011,2454478.44
cc,2012,2684154.67
cc,2013,2960847.69
cc,2014,2940554.09
cc,2015,2567212.40
cc,2016,3130437.94
cc,2017,7646421.17
cc,2018,1829073.49
cc,2019,646579.17
ccohs,2017,341936.27
ccohs,2018,619541.42
ccohs,2019,528684.69
ced,2010,4501008.34
ced,2011,3737201.55
ced,2012,3556501.47
ced,2013,3169295.33
ced,2014,2659612.49
ced,2015,2818587.44
ced,2016,3098341.02
ced,2017,2871646.18
ced,2018,2274032.59
ced,2019,2294921.79
cer,2011,222397.80
cer,2012,222397.80
cer,2013,222397.80
cer,2014,1269164.35
cer,2015,6247792.93
cer,2016,12957608.23
cer,2017,33755463.32
cer,2018,23483526.48
cer,2019,19315212.77
cfia,2010,5507.08
cfia,2011,59699754.27
cfia,2012,56343461.97
cfia,2013,97840658.80
cfia,2014,36857720.01
cfia,2015,61714788.59
cfia,2016,86364372.89
cfia,2017,81114091.37
cfia,2018,74374246.66
cfia,2019,50894752.68
cgc,2015,41076.00
cgc,2016,176002.39
cgc,2017,3894159.38
cgc,2018,4993683.57
cgc,2019,5730049.06
chrc,2014,87704.66
chrc,2015,162215.91
chrc,2016,167865.91
chrc,2017,222846.53
chrc,2018,1987862.21
chrc,2019,2783449.01
cics,2017,16276.82
cics,2018,380164.81
cics,2019,688673.38
cihr,2014,535995.25
cihr,2015,660495.07
cihr,2016,5875472.51
cihr,2017,13415121.11
cihr,2018,10503580.95
cihr,2019,9609801.92
cnsc,2010,21011006.55
cnsc,2011,19410189.91
cnsc,2012,9361049.06
cnsc,2013,10262572.32
cnsc,2014,10749686.28
cnsc,2015,11089201.83
cnsc,2016,12577062.97
cnsc,2017,14813432.48
cnsc,2018,15139223.61
cnsc,2019,12730909.65
cpc,2015,15678.56
cpc,2016,253826.13
cpc,2017,1256493.43
cpc,2018,1793088.30
cpc,2019,1419017.97
cra,2010,408140967.91
cra,2011,338914426.70
cra,2012,245258861.71
cra,2013,209835949.84
cra,2014,162267887.95
cra,2015,166498317.58
cra,2016,171524739.86
cra,2017,154717179.88
cra,2018,119245787.05
cra,2019,151483596.24
crtc,2012,468843.01
crtc,2013,468843.01
crtc,2014,468843.01
crtc,2015,671169.50
crtc,2016,2463665.68
crtc,2017,6377395.63
crtc,2018,8055114.47
crtc,2019,9602469.06
csa,2010,109471839.81
csa,2011,103605477.85
