vendor_normalized,effective_year,sum_yearly_value
AIRBUS DEFENSE SPACE,2016,915994250.67
AIRBUS DEFENSE SPACE,2017,915994250.67
AIRBUS DEFENSE SPACE,2018,915994250.67
AIRBUS DEFENSE SPACE,2019,917144302.96
BELL CANADA,2010,392419675.93
BELL CANADA,2011,388542941.81
BELL CANADA,2012,316073561.28
BELL CANADA,2013,269809791.67
BELL CANADA,2014,325201689.51
BELL CANADA,2015,287090971.42
BELL CANADA,2016,362912817.56
BELL CANADA,2017,315852837.51
BELL CANADA,2018,200521128.16
BELL CANADA,2019,181810437.04
BGIS,2013,192010709.60
BGIS,2014,1254121820.71
BGIS,2015,1255753284.37
BGIS,2016,1256172326.46
BGIS,2017,1255171152.57
BGIS,2018,1255010251.18
BGIS,2019,1254997990.23
CANADIAN CORPS OF COMMISSIONAIRES,2010,114126578.78
CANADIAN CORPS OF COMMISSIONAIRES,2011,120629777.62
CANADIAN CORPS OF COMMISSIONAIRES,2012,121769998.48
CANADIAN CORPS OF COMMISSIONAIRES,2013,129359573.12
CANADIAN CORPS OF COMMISSIONAIRES,2014,143442761.24
CANADIAN CORPS OF COMMISSIONAIRES,2015,187788533.81
CANADIAN CORPS OF COMMISSIONAIRES,2016,201349001.00
CANADIAN CORPS OF COMMISSIONAIRES,2017,210274336.87
CANADIAN CORPS OF COMMISSIONAIRES,2018,219458242.29
CANADIAN CORPS OF COMMISSIONAIRES,2019,215548780.86
GENERAL DYNAMICS,2010,352559362.68
GENERAL DYNAMICS,2011,555114575.71
GENERAL DYNAMICS,2012,331331505.85
GENERAL DYNAMICS,2013,225724142.23
GENERAL DYNAMICS,2014,159448273.82
GENERAL DYNAMICS,2015,812310403.94
GENERAL DYNAMICS,2016,511144225.50
GENERAL DYNAMICS,2017,374460165.39
GENERAL DYNAMICS,2018,751646177.24
GENERAL DYNAMICS,2019,1252918608.78
IBM CANADA,2010,73925311.45
IBM CANADA,2011,179390574.80
IBM CANADA,2012,295872290.01
IBM CANADA,2013,356181173.36
IBM CANADA,2014,588929783.40
IBM CANADA,2015,574684351.39
IBM CANADA,2016,457457107.69
IBM CANADA,2017,984082414.73
IBM CANADA,2018,534590358.01
IBM CANADA,2019,232556349.00
LOCKHEED MARTIN,2010,69067871.27
LOCKHEED MARTIN,2011,124299107.12
LOCKHEED MARTIN,2012,85053679.40
LOCKHEED MARTIN,2013,58286407.56
LOCKHEED MARTIN,2014,43342165.97
LOCKHEED MARTIN,2015,65788147.35
LOCKHEED MARTIN,2016,65798377.85
LOCKHEED MARTIN,2017,109077102.94
LOCKHEED MARTIN,2018,973901142.22
LOCKHEED MARTIN,2019,976700457.32
MICROSOFT CANADA,2010,96948926.95
MICROSOFT CANADA,2011,105980531.41
MICROSOFT CANADA,2012,127095276.55
MICROSOFT CANADA,2013,100116587.75
MICROSOFT CANADA,2014,344105162.96
MICROSOFT CANADA,2015,349057999.75
MICROSOFT CANADA,2016,302984135.97
MICROSOFT CANADA,2017,132528745.11
MICROSOFT CANADA,2018,47233153.62
MICROSOFT CANADA,2019,64026411.34
SNC LAVALIN,2010,27159372.53
SNC LAVALIN,2011,140013662.34
SNC LAVALIN,2012,148066505.07
SNC LAVALIN,2013,393636704.72
SNC LAVALIN,2014,348838106.31
SNC LAVALIN,2015,360512541.65
SNC LAVALIN,2016,203827417.27
SNC LAVALIN,2017,182038269.04
SNC LAVALIN,2018,158200086.61
SNC LAVALIN,2019,16584402.64
TELUS CANADA,2010,219328027.13
TELUS CANADA,2011,303834091.63
TELUS CANADA,2012,293341078.95
TELUS CANADA,2013,279932931.34
TELUS CANADA,2014,319933442.17
TELUS CANADA,2015,334747334.52
TELUS CANADA,2016,442948576.14
TELUS CANADA,2017,217284953.22
TELUS CANADA,2018,186680252.55
TELUS CANADA,2019,121362757.34
