vendor_normalized,effective_year,sum_yearly_value
COUTTS COMMUNICATES,2019,10800.00
EBSCO CANADA,2019,8440.91
ECOLE DE LANGUE ABCE,2019,10934.00
MIKOR METAL PRODUCTS,2019,15635.00
SHARED SERVICES CANADA,2019,11373.50
TEKNION,2019,6885.67
YVON GAUTHIER INFO TRAINING,2019,35100.00
