owner_acronym,effective_year,sum_yearly_value
dfo,2010,52034406.87
dfo,2011,10351251.85
dfo,2012,2626720.17
dfo,2013,3785761.07
dfo,2014,835391.75
dfo,2015,4222314.00
dfo,2016,8200054.31
dfo,2017,8436482.08
dfo,2018,5487730.56
dfo,2019,6523876.65
dnd,2012,175631.50
dnd,2013,175631.50
pc,2018,383150.22
