owner_acronym,effective_year,sum_yearly_value
csa,2010,113165.51
csa,2011,179665.51
csa,2012,256935.01
csa,2013,325329.66
csa,2014,82513.73
csa,2017,64673.15
csa,2018,416784.57
csa,2019,416784.57
dfo,2010,208360.42
dfo,2011,343604.21
dfo,2012,787792.77
dfo,2013,1117710.96
dfo,2014,1046532.00
dfo,2015,874234.00
dfo,2016,819744.00
dfo,2017,4175207.53
dfo,2018,2055851.84
dfo,2019,1455167.11
dnd,2010,495928.91
dnd,2011,2217080.72
dnd,2012,696932.46
dnd,2013,-905586.82
dnd,2014,481529.18
dnd,2015,1090333.68
dnd,2016,-243117.87
dnd,2017,4239722.13
dnd,2018,5437354.23
pspc,2010,15271545.25
pspc,2011,13530686.97
pspc,2012,13365690.70
pspc,2013,3133187.88
pspc,2014,2951958.48
pspc,2015,2951958.48
rcmp,2011,22419.20
ssc,2010,8545805.80
ssc,2011,12103752.30
ssc,2012,12122496.17
ssc,2013,12411741.90
ssc,2014,17845809.21
ssc,2015,13662682.66
ssc,2016,25957389.21
ssc,2017,27643436.43
ssc,2018,32085002.44
ssc,2019,23274313.09
