owner_acronym,total_entries,total_contracts,total_amendments
ssc,99,30,69
dfo,47,40,7
dnd,26,16,10
pspc,19,16,3
csa,12,10,2
rcmp,2,2,0
lac,1,1,0
ic,1,1,0
