source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2011,488,237,12,239,4044713.75,297631.42,35966666.78
2012,830,384,66,380,6107259.00,1638605.00,47444553.00
2013,850,332,80,438,5350983.03,1985154.97,91438951.88
2014,600,254,40,306,4029529.55,991697.11,46907667.02
2015,530,230,38,262,3609663.79,938025.94,47483075.15
2016,826,372,78,376,6043648.75,1933471.62,71561937.78
2017,448,190,37,221,3059809.79,921173.31,46226427.26
2018,460,181,39,240,2981423.87,966701.52,46825780.36
2019,369,146,26,197,2397421.56,648525.89,27673475.09
