owner_acronym,source_year,total_entries,total_contracts,total_amendments
cra,2018,1,1,0
cra,2019,1,0,1
dnd,2011,1,1,0
dnd,2012,2,1,1
dnd,2014,4,4,0
dnd,2015,2,0,2
dnd,2016,1,1,0
dnd,2017,2,2,0
dnd,2018,2,2,0
dnd,2019,3,1,2
elections,2017,1,1,0
elections,2018,1,1,0
gac,2010,1,1,0
gac,2011,4,4,0
gac,2013,3,3,0
gac,2014,3,1,2
gac,2015,2,1,1
gac,2016,3,0,3
gac,2017,2,0,2
gac,2019,2,1,1
hc,2013,1,1,0
ic,2014,1,1,0
ic,2016,1,1,0
irb,2019,1,1,0
ircc,2010,1,1,0
ircc,2011,1,1,0
ircc,2012,3,1,2
ircc,2013,1,0,1
ircc,2014,1,0,1
pco,2015,1,1,0
phac,2013,1,1,0
pptc,2010,1,1,0
pptc,2011,2,1,1
ps,2011,2,2,0
ps,2012,2,2,0
pspc,2010,10,5,5
pspc,2011,13,13,0
pspc,2013,1,0,1
ssc,2011,1,1,0
ssc,2012,33,16,17
ssc,2013,11,5,6
ssc,2014,2,1,1
ssc,2015,2,0,2
ssc,2016,1,0,1
ssc,2017,2,1,1
ssc,2018,2,1,1
stats,2010,2,2,0
stats,2011,1,1,0
tbs,2011,1,1,0
tc,2012,1,1,0
tc,2013,1,1,0
tc,2014,1,1,0
tc,2016,1,1,0
