owner_acronym,total_entries,total_contracts,total_amendments
pspc,39,24,15
dfo,28,22,6
dnd,26,26,0
rcmp,13,11,2
pc,8,6,2
cbsa,3,3,0
ec,3,3,0
nrc,3,2,1
cgc,2,2,0
tc,2,2,0
phac,1,1,0
