vendor_normalized,effective_year,sum_yearly_value
ALTIS HUMAN RESOURCES,2010,50686.95
ALTIS HUMAN RESOURCES,2012,75333.71
ALTIS HUMAN RESOURCES,2013,50467.83
ALTIS HUMAN RESOURCES,2014,104187.13
ALTIS HUMAN RESOURCES,2015,239500.77
ALTIS HUMAN RESOURCES,2016,93726.62
ALTIS HUMAN RESOURCES,2017,292211.04
ALTIS HUMAN RESOURCES,2018,668430.95
ALTIS HUMAN RESOURCES,2019,447106.83
ARUP CANADA,2015,2816279.78
ARUP CANADA,2016,2816279.78
ARUP CANADA,2017,2816279.78
ARUP CANADA,2018,2816279.78
ARUP CANADA,2019,3482946.44
CORADIX TECHNOLOGY CONSULTING,2012,52718.74
CORADIX TECHNOLOGY CONSULTING,2013,52718.74
CORADIX TECHNOLOGY CONSULTING,2015,169500.00
CORADIX TECHNOLOGY CONSULTING,2016,56644.08
CORADIX TECHNOLOGY CONSULTING,2017,3610533.64
CORADIX TECHNOLOGY CONSULTING,2018,2206483.20
CORADIX TECHNOLOGY CONSULTING,2019,2218981.00
COSSETTE COMMUNICATIONS,2010,3174354.95
DELOITTE AND TOUCHE,2010,451385.00
DELOITTE AND TOUCHE,2011,451385.00
DELOITTE AND TOUCHE,2012,451385.00
DELOITTE AND TOUCHE,2013,17063.00
DELOITTE AND TOUCHE,2015,52036.30
DELOITTE AND TOUCHE,2017,999999.68
DELOITTE AND TOUCHE,2018,1025424.68
DELOITTE AND TOUCHE,2019,25425.00
EXCEL HUMAN RESOURCES,2010,403863.41
EXCEL HUMAN RESOURCES,2011,163657.37
EXCEL HUMAN RESOURCES,2012,139856.91
EXCEL HUMAN RESOURCES,2013,90427.57
EXCEL HUMAN RESOURCES,2014,106567.88
EXCEL HUMAN RESOURCES,2015,89197.35
EXCEL HUMAN RESOURCES,2016,532535.27
EXCEL HUMAN RESOURCES,2017,288199.91
EXCEL HUMAN RESOURCES,2018,47613.67
EXCEL HUMAN RESOURCES,2019,147490.43
IT NET CONSULTANTS,2010,132500.00
IT NET CONSULTANTS,2011,6026865.34
IT NET CONSULTANTS,2012,3776536.25
IT NET CONSULTANTS,2013,3573037.93
IT NET CONSULTANTS,2014,258640.05
IT NET CONSULTANTS,2015,76588.58
IT NET CONSULTANTS,2016,198914.78
IT NET CONSULTANTS,2017,181069.79
NISHA TECHONOLOGIES,2014,89144.29
NISHA TECHONOLOGIES,2015,140567.76
NISHA TECHONOLOGIES,2016,150062.12
NISHA TECHONOLOGIES,2017,338807.33
NISHA TECHONOLOGIES,2018,338807.33
NISHA TECHONOLOGIES,2019,1366063.60
PARTENARIAT NOUVEAU PONT SAINT LAURENT,2015,5748750.00
SIGNATURE SUR LE SAINT LAURENT,2015,170207430.06
SIGNATURE SUR LE SAINT LAURENT,2016,130656030.06
SIGNATURE SUR LE SAINT LAURENT,2017,130656030.06
