source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2016,78,49,7,22,747148.86,173946.03,2999095.43
2017,174,89,15,70,1395863.33,371216.15,5181310.78
2018,193,120,19,54,1789930.39,470651.22,4086600.65
2019,226,116,12,98,1897842.95,298269.52,11353766.13
