source_year,total_original_entries,entries_below_25k,entries_above_25k,original_sum_below_25k,original_sum_above_25k
2016,78,54,24,870188.27,3050002.05
2017,174,102,72,1716579.48,5231810.78
2018,193,135,58,2159871.61,4187310.65
2019,226,124,102,2094875.02,11455003.58
