gen_vendor_normalized,total_entries,total_contracts,total_amendments
DELOITTE AND TOUCHE,46,44,2
SAMSON ASSOCIES CPA CONSULTATION,32,29,3
PRICEWATERHOUSE COOPERS,30,27,3
ERNST YOUNG,25,20,5
KPMG,19,17,2
NISHA TECHONOLOGIES,10,10,0
MINITEL COMMUNICATIONS,10,10,0
CARON TRAINING CENTRE,10,9,1
ADVIVUM,10,6,4
ITEX,9,9,0
GRAYBRIDGE INTERNATIONAL CONSULTING,9,9,0
MICROSOFT CANADA,8,7,1
MARCIL LAVALLEE,8,8,0
ECOLE DE LANGUES LA CITE,8,7,1
HYATT LAUREL A,8,5,3
CDW CANADA,8,8,0
SOFTCHOICE,7,7,0
CLARKE JEFFERY,7,5,2
RAYMOND CHABOT GRANT THORNTON,6,4,2
GENESIS INTEGRATION,6,6,0
WATERWOOD COMMUNICATIONS,6,4,2
HART WILLIAM AVERY,6,4,2
CISTEL TECHNOLOGY,6,4,2
GARTNER,6,6,0
CMI INTERLANGUES,6,6,0
SHARED SERVICES CANADA SSC,6,6,0
SOUTHSIDE COMMUNICATIONS,5,4,1
MORRIS SUZANNE,5,5,0
OPENTEXT,5,5,0
PLAINLY SPEAKING,5,4,1
GEOLITHUM,5,3,2
ACME FUTURE SECURITY CONTROLS,5,3,2
KNOWLEDGE CIRCLE,5,4,1
DEVORTEX,5,4,1
GILLIAN SCOBIE EDITORIAL SERVICES,5,4,1
INSA,5,5,0
THE RIGHT DOOR CONSULTING SOLUTIONS,5,5,0
ADVANCED BUSINESS INTERIORS,5,5,0
VANDER VEEN ANNEMARIE,5,4,1
MAHONEY ANNE LOUISE,5,4,1
HUMAN POTENTIAL CONSULTANTS HPCI,5,4,1
CASEWARE IDEA,5,5,0
DELL COMPUTER,5,5,0
BDO CANADA,4,3,1
BARNOTI ALINE,4,4,0
INNOVATIVE ERGONOMIC SOLUTIONS,4,4,0
INFO TECH RESEARCH GROUP,4,4,0
COFOMO,4,3,1
CORPORATE EXPRESS CANADA,4,4,0
JOYCE BRUCE A,4,4,0
BEVA GLOBAL MANAGEMENT,4,2,2
