owner_acronym,source_year,total_entries,total_contracts,total_amendments
cnsc,2010,1,1,0
cnsc,2017,1,1,0
csa,2013,1,1,0
csc,2010,2,1,1
csc,2012,1,1,0
csc,2016,2,2,0
csc,2017,1,0,1
csc,2018,1,0,1
csc,2019,1,0,1
dfo,2011,1,1,0
dfo,2016,1,1,0
dfo,2017,1,0,1
dfo,2018,5,3,2
dnd,2014,3,3,0
dnd,2017,1,1,0
dnd,2018,1,1,0
dnd,2019,4,2,2
ec,2012,1,1,0
ec,2013,1,1,0
ec,2014,1,0,1
ec,2015,2,1,1
ec,2016,1,1,0
esdc,2018,1,1,0
gac,2010,1,1,0
gac,2011,1,1,0
gac,2013,2,2,0
hc,2013,2,2,0
hc,2014,1,1,0
hc,2015,3,1,2
hc,2016,1,0,1
inac,2013,1,1,0
inac,2014,2,2,0
inac,2015,4,4,0
inac,2016,8,8,0
inac,2017,9,5,4
inac,2018,4,4,0
ircc,2012,1,1,0
ircc,2014,1,1,0
ircc,2015,1,1,0
ircc,2016,1,1,0
ircc,2017,1,1,0
isc,2017,3,2,1
isc,2018,4,3,1
isc,2019,6,5,1
just,2018,1,1,0
nrc,2010,1,1,0
nrcan,2015,3,2,1
nrcan,2016,1,0,1
nrcan,2017,1,1,0
nrcan,2018,1,0,1
nrcan,2019,2,2,0
nserc,2019,1,1,0
pc,2014,1,1,0
pc,2016,1,1,0
pc,2017,2,0,2
pc,2018,4,1,3
pc,2019,2,1,1
pch,2019,2,1,1
phac,2013,2,2,0
phac,2014,1,1,0
phac,2015,3,1,2
phac,2016,1,0,1
ppsc,2012,1,1,0
pspc,2010,13,10,3
pspc,2011,25,14,11
pspc,2012,18,12,6
pspc,2013,26,15,11
pspc,2014,30,14,16
pspc,2015,29,9,20
pspc,2016,29,8,21
pspc,2017,18,9,9
pspc,2018,11,3,8
pspc,2019,20,7,13
rcmp,2012,1,1,0
rcmp,2019,1,1,0
ssc,2012,4,1,3
ssc,2013,1,1,0
ssc,2014,1,0,1
ssc,2015,2,1,1
tbs,2019,1,1,0
tc,2013,1,1,0
tc,2014,2,1,1
